ID,BCS_stage,Year,Parity,Age_at_first_mating,Litter_size,BCS
21004,BCS-M,2003,1,1,2,3.1
21004,BCS-Pa,2003,1,1,2,2.7
21004,BCS-Pb,2003,1,1,2,2.5
21007,BCS-M,2003,1,1,2,2.9
21007,BCS-Pa,2003,1,1,2,3.0
21007,BCS-Pb,2003,1,1,2,2.9
21009,BCS-M,2003,1,1,2,3.3
21009,BCS-Pa,2003,1,1,2,3.2
21009,BCS-Pb,2003,1,1,2,2.9
21010,BCS-M,2003,1,1,1,3.2
21011,BCS-M,2004,1,2,1,2.6
21011,BCS-Pa,2004,1,2,1,2.8
21013,BCS-M,2004,1,2,2,3.0
21013,BCS-Pa,2004,1,2,2,3.0
21019,BCS-M,2003,1,1,2,2.6
21019,BCS-Pa,2003,1,1,2,2.5
21019,BCS-Pb,2003,1,1,2,2.5
21026,BCS-M,2003,1,1,2,3.0
21026,BCS-Pa,2003,1,1,2,3.0
21026,BCS-Pb,2003,1,1,2,3.0
21034,BCS-M,2003,1,1,2,3.0
21034,BCS-Pa,2003,1,1,2,3.1
21034,BCS-Pb,2003,1,1,2,2.8
21036,BCS-M,2003,1,1,2,2.8
21036,BCS-Pa,2003,1,1,2,2.8
21036,BCS-Pb,2003,1,1,2,2.7
21040,BCS-M,2003,1,1,2,2.9
21040,BCS-Pa,2003,1,1,2,2.6
21040,BCS-Pb,2003,1,1,2,2.8
21059,BCS-M,2003,1,1,2,3.0
21059,BCS-Pa,2003,1,1,2,3.1
21059,BCS-Pb,2003,1,1,2,2.9
21061,BCS-M,2004,1,2,4,2.4
21061,BCS-Pa,2004,1,2,4,2.6
21069,BCS-M,2003,1,1,2,3.0
21069,BCS-Pa,2003,1,1,2,3.0
21072,BCS-M,2004,2,1,1,2.4
21072,BCS-Pa,2004,2,1,1,2.6
21077,BCS-M,2003,1,1,4,2.7
21081,BCS-M,2003,1,1,2,3.1
21081,BCS-Pa,2003,1,1,2,2.7
21081,BCS-Pb,2003,1,1,2,2.6
21092,BCS-M,2003,1,1,2,2.9
21094,BCS-M,2003,1,1,2,2.8
21094,BCS-Pa,2003,1,1,2,2.9
21094,BCS-Pb,2003,1,1,2,2.5
21099,BCS-M,2004,1,2,1,2.8
21099,BCS-Pa,2004,1,2,1,2.7
21102,BCS-M,2003,1,1,2,2.7
21103,BCS-M,2003,1,1,1,2.9
21103,BCS-Pa,2003,1,1,1,2.7
21103,BCS-Pb,2003,1,1,1,2.7
21104,BCS-M,2003,1,1,2,2.8
21106,BCS-M,2003,1,1,1,3.2
21107,BCS-M,2003,1,1,1,2.9
21107,BCS-Pa,2003,1,1,1,2.9
21107,BCS-Pb,2003,1,1,1,2.7
21113,BCS-M,2003,1,1,2,3.2
21113,BCS-Pa,2003,1,1,2,3.2
21113,BCS-Pb,2003,1,1,2,2.9
21114,BCS-M,2004,1,2,1,2.8
21114,BCS-Pa,2004,1,2,1,2.8
21121,BCS-M,2003,1,1,2,3.3
21121,BCS-Pa,2003,1,1,2,3.2
21121,BCS-Pb,2003,1,1,2,3.2
21124,BCS-M,2003,1,1,2,2.7
21124,BCS-Pa,2003,1,1,2,2.8
21124,BCS-Pb,2003,1,1,2,2.6
21126,BCS-M,2003,1,1,2,2.9
21126,BCS-Pa,2003,1,1,2,3.0
21126,BCS-Pb,2003,1,1,2,2.7
21132,BCS-M,2003,1,1,1,3.0
21133,BCS-M,2004,1,2,3,2.8
21133,BCS-Pa,2004,1,2,3,2.8
21135,BCS-M,2003,1,1,2,2.9
21135,BCS-Pa,2003,1,1,2,3.1
21135,BCS-Pb,2003,1,1,2,2.7
21136,BCS-M,2003,1,1,2,3.0
21137,BCS-M,2003,1,1,2,3.0
21137,BCS-Pa,2003,1,1,2,2.9
21137,BCS-Pb,2003,1,1,2,3.3
21139,BCS-M,2004,1,2,4,2.8
21139,BCS-Pa,2004,1,2,4,2.9
21140,BCS-M,2004,1,2,1,2.5
21140,BCS-Pa,2004,1,2,1,2.7
21141,BCS-M,2003,1,1,2,3.2
21141,BCS-Pa,2003,1,1,2,3.0
21141,BCS-Pb,2003,1,1,2,3.1
21144,BCS-M,2003,1,1,2,3.1
21145,BCS-M,2005,2,2,3,3.0
21155,BCS-M,2003,1,1,1,3.0
21158,BCS-M,2003,1,1,2,3.0
21158,BCS-Pa,2003,1,1,2,2.9
21158,BCS-Pb,2003,1,1,2,2.6
21159,BCS-M,2004,1,2,3,2.4
21159,BCS-Pa,2004,1,2,3,2.6
21159,BCS-Pb,2004,1,2,3,2.6
21170,BCS-M,2005,2,2,1,2.8
21173,BCS-M,2004,1,2,3,2.8
21173,BCS-Pa,2004,1,2,3,2.9
21180,BCS-M,2003,1,1,1,2.8
21180,BCS-Pa,2003,1,1,1,3.2
21180,BCS-Pb,2003,1,1,1,2.8
21183,BCS-M,2003,1,1,2,3.3
21183,BCS-Pa,2003,1,1,2,3.2
21183,BCS-Pb,2003,1,1,2,2.9
21189,BCS-M,2004,1,2,3,2.7
21189,BCS-Pa,2004,1,2,3,2.6
21191,BCS-M,2003,1,1,1,3.2
21191,BCS-Pa,2003,1,1,1,3.1
21191,BCS-Pb,2003,1,1,1,3.2
21193,BCS-M,2003,1,1,1,2.8
21193,BCS-Pa,2003,1,1,1,2.9
21193,BCS-Pb,2003,1,1,1,2.7
21194,BCS-M,2004,1,2,4,2.8
21194,BCS-Pa,2004,1,2,4,2.7
21200,BCS-M,2003,1,1,2,2.7
21200,BCS-Pa,2003,1,1,2,2.9
21200,BCS-Pb,2003,1,1,2,2.4
21202,BCS-M,2003,1,1,2,2.8
21205,BCS-M,2003,1,1,2,2.9
21207,BCS-M,2003,1,1,2,2.8
21207,BCS-Pa,2003,1,1,2,2.8
21207,BCS-Pb,2003,1,1,2,2.8
21210,BCS-M,2004,1,2,4,2.8
21210,BCS-Pa,2004,1,2,4,2.9
21212,BCS-M,2004,1,2,2,2.9
21212,BCS-Pa,2004,1,2,2,3.1
21215,BCS-M,2004,1,2,3,2.6
21215,BCS-Pa,2004,1,2,3,2.6
21216,BCS-M,2003,1,1,2,2.6
21219,BCS-M,2003,1,1,2,2.7
21219,BCS-Pa,2003,1,1,2,2.9
21219,BCS-Pb,2003,1,1,2,2.7
21220,BCS-M,2003,1,1,2,3.2
21220,BCS-Pa,2003,1,1,2,2.9
21220,BCS-Pb,2003,1,1,2,2.8
21224,BCS-M,2003,1,1,2,2.9
21224,BCS-Pa,2003,1,1,2,2.9
21225,BCS-M,2004,1,2,1,2.9
21225,BCS-Pa,2004,1,2,1,2.8
21226,BCS-M,2003,1,1,2,2.9
21226,BCS-Pa,2003,1,1,2,2.9
21226,BCS-Pb,2003,1,1,2,2.5
21228,BCS-M,2003,1,1,2,2.7
21238,BCS-M,2004,1,2,3,2.9
21238,BCS-Pa,2004,1,2,3,3.0
21240,BCS-M,2003,1,1,1,3.0
21240,BCS-Pa,2003,1,1,1,2.9
21243,BCS-M,2004,1,2,4,2.7
21243,BCS-Pa,2004,1,2,4,2.6
21243,BCS-Pb,2004,1,2,4,2.8
21248,BCS-M,2003,1,1,2,2.9
21248,BCS-Pa,2003,1,1,2,2.8
21248,BCS-Pb,2003,1,1,2,2.9
21256,BCS-M,2003,1,1,2,2.8
21256,BCS-Pa,2003,1,1,2,2.8
21256,BCS-Pb,2003,1,1,2,2.7
21262,BCS-M,2003,1,1,1,2.9
21274,BCS-M,2003,1,1,2,3.0
21274,BCS-Pa,2003,1,1,2,2.6
21274,BCS-Pb,2003,1,1,2,2.5
21275,BCS-M,2003,1,1,2,2.9
21275,BCS-Pa,2003,1,1,2,2.9
21275,BCS-Pb,2003,1,1,2,2.8
21281,BCS-M,2003,1,1,2,2.9
21281,BCS-Pa,2003,1,1,2,3.0
21281,BCS-Pb,2003,1,1,2,2.7
21285,BCS-M,2003,1,1,2,2.9
21286,BCS-M,2003,1,1,1,3.3
21286,BCS-Pa,2003,1,1,1,3.3
21286,BCS-Pb,2003,1,1,1,3.0
21289,BCS-M,2003,1,1,2,2.8
21290,BCS-M,2003,1,1,2,3.1
21290,BCS-Pa,2003,1,1,2,3.3
21290,BCS-Pb,2003,1,1,2,3.0
21293,BCS-M,2003,1,1,2,3.1
21293,BCS-Pa,2003,1,1,2,3.3
21294,BCS-M,2004,1,2,4,2.5
21294,BCS-Pa,2004,1,2,4,2.7
21294,BCS-Pb,2004,1,2,4,2.5
21296,BCS-M,2003,1,1,2,3.1
21296,BCS-Pa,2003,1,1,2,2.8
21296,BCS-Pb,2003,1,1,2,2.7
21314,BCS-M,2003,1,1,2,2.9
21314,BCS-Pa,2003,1,1,2,3.0
21314,BCS-Pb,2003,1,1,2,2.9
21316,BCS-M,2004,1,2,4,2.9
21316,BCS-Pa,2004,1,2,4,2.9
21321,BCS-M,2003,1,1,2,3.1
21321,BCS-Pa,2003,1,1,2,2.6
21339,BCS-M,2003,1,1,2,2.9
21339,BCS-Pa,2003,1,1,2,2.9
21339,BCS-Pb,2003,1,1,2,2.7
21342,BCS-M,2004,1,2,3,3.0
21342,BCS-Pa,2004,1,2,3,3.2
21351,BCS-M,2003,1,1,2,2.6
21351,BCS-Pa,2003,1,1,2,2.6
21351,BCS-Pb,2003,1,1,2,2.5
21352,BCS-M,2003,1,1,1,2.6
21352,BCS-Pa,2003,1,1,1,2.5
21352,BCS-Pb,2003,1,1,1,2.5
21357,BCS-M,2003,1,1,2,3.0
21360,BCS-M,2003,1,1,2,2.8
21360,BCS-Pa,2003,1,1,2,2.9
21360,BCS-Pb,2003,1,1,2,2.9
21367,BCS-M,2003,1,1,2,3.3
21371,BCS-M,2004,2,1,1,2.8
21371,BCS-Pa,2004,2,1,1,2.8
21375,BCS-M,2004,2,1,1,3.0
21385,BCS-M,2004,1,2,4,2.7
21385,BCS-Pa,2004,1,2,4,2.9
21385,BCS-Pb,2004,1,2,4,2.7
21389,BCS-M,2004,1,2,2,2.7
21389,BCS-Pa,2004,1,2,2,2.9
21406,BCS-M,2003,1,1,1,3.1
21410,BCS-M,2003,1,1,2,2.8
21410,BCS-Pa,2003,1,1,2,2.8
21410,BCS-Pb,2003,1,1,2,2.7
21412,BCS-M,2003,1,1,1,2.9
21412,BCS-Pa,2003,1,1,1,2.8
21412,BCS-Pb,2003,1,1,1,2.6
21416,BCS-M,2003,1,1,2,3.3
21416,BCS-Pa,2003,1,1,2,3.3
21416,BCS-Pb,2003,1,1,2,3.3
21417,BCS-M,2003,1,1,2,3.6
21417,BCS-Pa,2003,1,1,2,3.3
21420,BCS-M,2003,1,1,2,2.9
21421,BCS-M,2003,1,1,1,3.0
21421,BCS-Pa,2003,1,1,1,3.0
21421,BCS-Pb,2003,1,1,1,2.8
21430,BCS-M,2004,1,2,3,2.4
21430,BCS-Pa,2004,1,2,3,2.7
21435,BCS-M,2003,1,1,2,2.8
21435,BCS-Pa,2003,1,1,2,3.2
21435,BCS-Pb,2003,1,1,2,2.9
21438,BCS-M,2004,1,2,3,2.8
21438,BCS-Pa,2004,1,2,3,2.9
21440,BCS-M,2003,1,1,2,3.4
21440,BCS-Pa,2003,1,1,2,3.4
21440,BCS-Pb,2003,1,1,2,2.7
21443,BCS-M,2004,1,2,1,2.9
21443,BCS-Pa,2004,1,2,1,2.9
21450,BCS-M,2004,1,2,3,2.7
21450,BCS-Pa,2004,1,2,3,2.8
21454,BCS-M,2003,1,1,1,3.1
21454,BCS-Pa,2003,1,1,1,3.0
21454,BCS-Pb,2003,1,1,1,2.9
21455,BCS-M,2003,1,1,2,2.9
21455,BCS-Pa,2003,1,1,2,2.7
21455,BCS-Pb,2003,1,1,2,2.6
21458,BCS-M,2003,1,1,2,2.9
21458,BCS-Pa,2003,1,1,2,3.0
21458,BCS-Pb,2003,1,1,2,3.0
21460,BCS-M,2003,1,1,2,2.8
21460,BCS-Pa,2003,1,1,2,3.0
21462,BCS-M,2004,1,2,1,2.9
21462,BCS-Pa,2004,1,2,1,2.8
21462,BCS-Pb,2004,1,2,1,2.8
21475,BCS-M,2004,1,2,3,2.7
21475,BCS-Pa,2004,1,2,3,2.8
21475,BCS-Pb,2004,1,2,3,2.8
21477,BCS-M,2003,1,1,2,2.9
21483,BCS-M,2004,1,2,1,2.8
21483,BCS-Pa,2004,1,2,1,2.8
21490,BCS-M,2003,1,1,2,3.0
21492,BCS-M,2004,1,2,4,2.7
21492,BCS-Pa,2004,1,2,4,3.0
21496,BCS-M,2004,1,2,3,2.7
21496,BCS-Pa,2004,1,2,3,2.8
21498,BCS-M,2004,1,2,2,2.4
21500,BCS-M,2004,1,2,1,2.7
21500,BCS-Pa,2004,1,2,1,2.9
21500,BCS-Pb,2004,1,2,1,2.8
21502,BCS-M,2003,1,1,1,3.1
21502,BCS-Pa,2003,1,1,1,2.8
21508,BCS-M,2003,1,1,2,3.0
21508,BCS-Pa,2003,1,1,2,3.0
21508,BCS-Pb,2003,1,1,2,3.0
21510,BCS-M,2004,1,2,1,2.4
21510,BCS-Pa,2004,1,2,1,2.9
21511,BCS-M,2004,1,2,3,2.7
21511,BCS-Pa,2004,1,2,3,2.9
21511,BCS-Pb,2004,1,2,3,2.9
21513,BCS-M,2004,1,2,3,2.4
21513,BCS-Pa,2004,1,2,3,2.7
21516,BCS-M,2003,1,1,2,2.6
21516,BCS-Pa,2003,1,1,2,3.0
21516,BCS-Pb,2003,1,1,2,2.9
21539,BCS-M,2004,1,2,3,2.4
21539,BCS-Pa,2004,1,2,3,2.6
21544,BCS-M,2003,1,1,2,2.7
21544,BCS-Pa,2003,1,1,2,2.7
21544,BCS-Pb,2003,1,1,2,2.4
21545,BCS-M,2004,1,2,4,2.5
21545,BCS-Pa,2004,1,2,4,2.7
21545,BCS-Pb,2004,1,2,4,2.7
21547,BCS-M,2004,1,2,3,2.4
21547,BCS-Pa,2004,1,2,3,2.5
21551,BCS-M,2004,1,2,3,2.6
21551,BCS-Pa,2004,1,2,3,2.8
21559,BCS-M,2004,1,2,4,3.0
21559,BCS-Pa,2004,1,2,4,2.9
31004,BCS-M,2004,1,1,2,3.1
31004,BCS-Pa,2004,1,1,2,2.9
31014,BCS-M,2004,1,1,2,2.7
31014,BCS-Pa,2004,1,1,2,2.9
31067,BCS-M,2004,1,1,2,3.2
31067,BCS-Pa,2004,1,1,2,3.0
31100,BCS-M,2004,1,1,1,2.6
31100,BCS-Pa,2004,1,1,1,2.7
31105,BCS-M,2004,1,1,1,2.8
31105,BCS-Pa,2004,1,1,1,2.9
31108,BCS-M,2004,1,1,2,3.0
31162,BCS-M,2004,1,1,2,2.9
31162,BCS-Pa,2004,1,1,2,2.9
31183,BCS-M,2004,1,1,2,2.8
31183,BCS-Pa,2004,1,1,2,2.8
31185,BCS-M,2004,1,1,2,2.7
31185,BCS-Pa,2004,1,1,2,2.7
31205,BCS-M,2004,1,1,3,2.7
31205,BCS-Pa,2004,1,1,3,2.6
31236,BCS-M,2004,1,1,2,2.9
31236,BCS-Pa,2004,1,1,2,3.1
31245,BCS-M,2005,2,1,3,2.6
31246,BCS-M,2004,1,1,1,2.8
31246,BCS-Pa,2004,1,1,1,2.9
31262,BCS-M,2004,1,1,2,3.3
31278,BCS-M,2004,1,1,2,2.9
31279,BCS-M,2004,1,1,2,3.2
31279,BCS-Pa,2004,1,1,2,3.0
31280,BCS-M,2004,1,1,2,2.9
31280,BCS-Pa,2004,1,1,2,3.0
31281,BCS-M,2004,1,1,2,2.7
31281,BCS-Pa,2004,1,1,2,2.8
31281,BCS-Pb,2004,1,1,2,2.8
31284,BCS-M,2005,1,2,2,2.8
31284,BCS-Pa,2005,1,2,2,2.8
31287,BCS-M,2004,1,1,1,3.3
31287,BCS-Pa,2004,1,1,1,3.0
31300,BCS-M,2005,2,1,1,2.9
31300,BCS-Pa,2005,2,1,1,2.9
31301,BCS-M,2004,1,1,1,2.7
31301,BCS-Pa,2004,1,1,1,2.9
31312,BCS-M,2004,1,1,2,2.4
31312,BCS-Pa,2004,1,1,2,2.6
31312,BCS-Pb,2004,1,1,2,2.5
31321,BCS-M,2004,1,1,4,2.9
31321,BCS-Pa,2004,1,1,4,2.9
31321,BCS-Pb,2004,1,1,4,2.9
31324,BCS-M,2005,2,1,1,3.3
31324,BCS-Pa,2005,2,1,1,3.2
31325,BCS-M,2005,1,2,4,2.9
31325,BCS-Pa,2005,1,2,4,2.8
31326,BCS-M,2004,1,1,1,2.8
31326,BCS-Pa,2004,1,1,1,2.9
31326,BCS-Pb,2004,1,1,1,3.0
31330,BCS-M,2005,1,2,2,2.8
31332,BCS-M,2005,1,2,2,2.8
31334,BCS-M,2004,1,1,1,2.9
31334,BCS-Pa,2004,1,1,1,2.9
31335,BCS-M,2005,1,2,3,3.1
31335,BCS-Pa,2005,1,2,3,3.6
31339,BCS-M,2004,1,1,1,2.9
31339,BCS-Pa,2004,1,1,1,3.0
31339,BCS-Pb,2004,1,1,1,2.9
31340,BCS-M,2004,1,1,2,2.8
31340,BCS-Pa,2004,1,1,2,2.9
31342,BCS-M,2005,2,1,1,2.9
31342,BCS-Pa,2005,2,1,1,3.1
31343,BCS-M,2004,1,1,2,3.0
31343,BCS-Pa,2004,1,1,2,2.9
31343,BCS-Pb,2004,1,1,2,2.9
31349,BCS-M,2005,1,2,4,3.0
31349,BCS-Pa,2005,1,2,4,3.4
31350,BCS-M,2004,1,1,2,2.8
31350,BCS-Pa,2004,1,1,2,2.8
31356,BCS-M,2004,1,1,2,2.9
31356,BCS-Pa,2004,1,1,2,3.1
31357,BCS-M,2005,2,1,2,3.0
31364,BCS-M,2004,1,1,2,2.8
31364,BCS-Pa,2004,1,1,2,2.9
31364,BCS-Pb,2004,1,1,2,2.8
31372,BCS-M,2005,1,2,3,2.9
31374,BCS-M,2004,1,1,1,2.7
31374,BCS-Pa,2004,1,1,1,2.6
31374,BCS-Pb,2004,1,1,1,2.6
31380,BCS-M,2004,1,1,1,3.0
31380,BCS-Pa,2004,1,1,1,3.1
31380,BCS-Pb,2004,1,1,1,3.1
31392,BCS-M,2004,1,1,1,2.8
31392,BCS-Pa,2004,1,1,1,2.9
31392,BCS-Pb,2004,1,1,1,2.9
31394,BCS-M,2005,1,2,4,3.1
31394,BCS-Pa,2005,1,2,4,2.9
31399,BCS-M,2004,1,1,1,2.9
31406,BCS-M,2006,2,2,4,2.9
31406,BCS-Pa,2006,2,2,4,2.9
31408,BCS-M,2004,1,1,2,2.9
31408,BCS-Pa,2004,1,1,2,2.8
31414,BCS-M,2005,1,2,2,3.1
31414,BCS-Pa,2005,1,2,2,3.2
31415,BCS-M,2005,1,2,2,3.4
31430,BCS-M,2004,1,1,1,2.7
31430,BCS-Pa,2004,1,1,1,2.6
31438,BCS-M,2004,1,1,3,2.4
31438,BCS-Pa,2004,1,1,3,2.8
31438,BCS-Pb,2004,1,1,3,2.4
31442,BCS-M,2005,2,1,1,3.0
31442,BCS-Pa,2005,2,1,1,3.5
31443,BCS-M,2005,1,2,3,3.2
31443,BCS-Pa,2005,1,2,3,3.3
31446,BCS-M,2004,1,1,1,2.9
31446,BCS-Pa,2004,1,1,1,2.9
31447,BCS-M,2005,1,2,4,2.7
31447,BCS-Pa,2005,1,2,4,2.9
31448,BCS-M,2005,1,2,1,3.0
31454,BCS-M,2005,1,2,3,2.8
31454,BCS-Pa,2005,1,2,3,3.1
31458,BCS-M,2005,1,2,3,2.6
31458,BCS-Pa,2005,1,2,3,2.6
31466,BCS-M,2004,1,1,1,2.8
31466,BCS-Pa,2004,1,1,1,2.8
31471,BCS-M,2005,2,1,4,2.7
31471,BCS-Pa,2005,2,1,4,3.2
31473,BCS-M,2004,1,1,2,2.7
31473,BCS-Pa,2004,1,1,2,2.8
31473,BCS-Pb,2004,1,1,2,2.6
31474,BCS-M,2004,1,1,2,2.6
31474,BCS-Pa,2004,1,1,2,2.7
31479,BCS-M,2004,1,1,1,2.6
31479,BCS-Pa,2004,1,1,1,2.7
31479,BCS-Pb,2004,1,1,1,2.7
31494,BCS-M,2005,1,2,4,2.6
31500,BCS-M,2005,2,1,2,2.9
31500,BCS-Pa,2005,2,1,2,3.1
31504,BCS-M,2004,1,1,1,2.8
31504,BCS-Pa,2004,1,1,1,2.7
31520,BCS-M,2005,1,2,2,2.8
31520,BCS-Pa,2005,1,2,2,3.4
31526,BCS-M,2005,1,2,2,3.1
31534,BCS-M,2005,1,2,3,2.7
31534,BCS-Pa,2005,1,2,3,3.4
31534,BCS-Pb,2005,1,2,3,2.8
31538,BCS-M,2005,1,2,2,2.7
31538,BCS-Pa,2005,1,2,2,2.7
31539,BCS-M,2006,2,2,4,3.2
31540,BCS-M,2006,2,2,4,3.5
31549,BCS-M,2005,1,2,2,2.9
31563,BCS-M,2005,1,2,3,3.0
31565,BCS-M,2005,1,2,4,2.7
31567,BCS-M,2005,1,2,3,3.0
31575,BCS-M,2005,1,2,3,2.8
31575,BCS-Pa,2005,1,2,3,3.0
31575,BCS-Pb,2005,1,2,3,2.8
31578,BCS-M,2005,2,1,3,2.5
31578,BCS-Pa,2005,2,1,3,3.1
31580,BCS-M,2005,2,1,1,2.9
31580,BCS-Pa,2005,2,1,1,2.9
31583,BCS-M,2004,1,1,2,2.8
31583,BCS-Pa,2004,1,1,2,3.0
31583,BCS-Pb,2004,1,1,2,2.9
31585,BCS-M,2005,1,2,3,2.6
31587,BCS-M,2005,2,1,4,2.4
31587,BCS-Pa,2005,2,1,4,2.7
31591,BCS-M,2005,2,1,2,2.4
31598,BCS-M,2004,1,1,2,2.6
31598,BCS-Pa,2004,1,1,2,2.7
31600,BCS-M,2004,1,1,1,2.7
31600,BCS-Pa,2004,1,1,1,3.1
31600,BCS-Pb,2004,1,1,1,2.8
31604,BCS-M,2005,1,2,1,2.4
31608,BCS-M,2005,2,1,4,3.1
31610,BCS-M,2005,2,1,1,3.3
31610,BCS-Pa,2005,2,1,1,3.4
31625,BCS-M,2005,1,2,3,2.9
31625,BCS-Pa,2005,1,2,3,3.4
31630,BCS-M,2005,2,1,3,2.9
31630,BCS-Pa,2005,2,1,3,2.9
31633,BCS-M,2004,1,1,2,2.8
31633,BCS-Pa,2004,1,1,2,2.9
31640,BCS-M,2005,1,2,1,2.9
31640,BCS-Pa,2005,1,2,1,3.1
31641,BCS-M,2005,2,1,4,3.1
31641,BCS-Pa,2005,2,1,4,3.2
31642,BCS-M,2004,1,1,1,3.2
31642,BCS-Pa,2004,1,1,1,3.2
31642,BCS-Pb,2004,1,1,1,3.1
31649,BCS-M,2005,1,2,3,2.9
31649,BCS-Pa,2005,1,2,3,3.1
31651,BCS-M,2006,2,2,4,3.2
31653,BCS-M,2005,1,2,3,2.5
31653,BCS-Pa,2005,1,2,3,2.6
31655,BCS-M,2005,1,2,1,2.8
31657,BCS-M,2004,1,1,2,2.8
31657,BCS-Pa,2004,1,1,2,2.8
31657,BCS-Pb,2004,1,1,2,2.8
31658,BCS-M,2005,2,1,3,3.0
31660,BCS-M,2005,1,2,2,3.0
31660,BCS-Pa,2005,1,2,2,3.1
31660,BCS-Pb,2005,1,2,2,2.9
31662,BCS-M,2005,2,1,4,2.5
31662,BCS-Pa,2005,2,1,4,2.9
31665,BCS-M,2004,1,1,2,2.9
31665,BCS-Pa,2004,1,1,2,2.9
31676,BCS-M,2005,1,2,2,2.6
31677,BCS-M,2005,2,1,1,2.9
31679,BCS-M,2005,1,2,2,3.2
31679,BCS-Pa,2005,1,2,2,3.3
31689,BCS-M,2004,1,1,2,3.0
31689,BCS-Pa,2004,1,1,2,2.9
31691,BCS-M,2005,1,2,1,3.3
31696,BCS-M,2005,1,2,3,2.5
31697,BCS-M,2004,1,1,1,2.8
31697,BCS-Pa,2004,1,1,1,2.9
31697,BCS-Pb,2004,1,1,1,2.5
31706,BCS-M,2005,1,2,4,2.7
31706,BCS-Pa,2005,1,2,4,2.6
31706,BCS-Pb,2005,1,2,4,2.8
31710,BCS-M,2005,1,2,1,2.6
31714,BCS-M,2005,1,2,2,2.7
31714,BCS-Pa,2005,1,2,2,3.3
41002,BCS-M,2005,1,1,2,2.9
41002,BCS-Pa,2005,1,1,2,2.7
41006,BCS-M,2006,1,2,4,2.8
41007,BCS-M,2006,1,2,4,2.8
41008,BCS-M,2005,1,1,1,3.1
41008,BCS-Pa,2005,1,1,1,3.4
41008,BCS-Pb,2005,1,1,1,3.1
41016,BCS-M,2005,1,1,1,2.8
41016,BCS-Pa,2005,1,1,1,2.9
41016,BCS-Pb,2005,1,1,1,2.9
41019,BCS-M,2005,1,1,2,3.3
41019,BCS-Pa,2005,1,1,2,3.3
41027,BCS-M,2005,1,1,1,2.8
41027,BCS-Pa,2005,1,1,1,2.9
41030,BCS-M,2005,1,1,2,3.3
41036,BCS-M,2005,1,1,2,3.3
41036,BCS-Pa,2005,1,1,2,3.4
41039,BCS-M,2006,1,2,4,3.5
41044,BCS-M,2005,1,1,1,3.3
41044,BCS-Pa,2005,1,1,1,3.3
41047,BCS-M,2005,1,1,2,3.6
41047,BCS-Pa,2005,1,1,2,3.8
41054,BCS-M,2005,1,1,2,2.8
41054,BCS-Pa,2005,1,1,2,2.8
41058,BCS-M,2005,1,1,2,3.0
41058,BCS-Pa,2005,1,1,2,3.2
41058,BCS-Pb,2005,1,1,2,3.0
41070,BCS-M,2006,1,2,2,3.0
41074,BCS-M,2005,1,1,2,2.8
41074,BCS-Pa,2005,1,1,2,2.9
41077,BCS-M,2005,1,1,2,2.9
41077,BCS-Pa,2005,1,1,2,2.9
41078,BCS-M,2005,1,1,2,2.8
41078,BCS-Pa,2005,1,1,2,2.9
41079,BCS-M,2006,2,1,3,2.9
41113,BCS-M,2005,1,1,2,3.1
41113,BCS-Pa,2005,1,1,2,3.6
41113,BCS-Pb,2005,1,1,2,3.2
41118,BCS-M,2005,1,1,2,3.5
41118,BCS-Pa,2005,1,1,2,3.6
41119,BCS-M,2005,1,1,2,3.5
41119,BCS-Pa,2005,1,1,2,3.4
41124,BCS-M,2005,1,1,1,3.1
41124,BCS-Pa,2005,1,1,1,3.2
41128,BCS-M,2005,1,1,2,3.2
41128,BCS-Pa,2005,1,1,2,3.0
41129,BCS-M,2005,1,1,2,3.1
41129,BCS-Pa,2005,1,1,2,3.2
41131,BCS-M,2005,1,1,2,2.9
41131,BCS-Pa,2005,1,1,2,2.9
41132,BCS-M,2005,1,1,2,3.0
41132,BCS-Pa,2005,1,1,2,3.0
41132,BCS-Pb,2005,1,1,2,2.9
41133,BCS-M,2006,1,2,1,2.8
41133,BCS-Pa,2006,1,2,1,2.9
41135,BCS-M,2006,2,1,2,3.2
41143,BCS-M,2005,1,1,2,3.3
41143,BCS-Pa,2005,1,1,2,3.3
41149,BCS-M,2005,1,1,2,3.2
41149,BCS-Pa,2005,1,1,2,3.3
41156,BCS-M,2006,2,1,3,3.1
41157,BCS-M,2005,1,1,2,3.2
41157,BCS-Pa,2005,1,1,2,2.9
41161,BCS-M,2005,1,1,1,3.0
41161,BCS-Pa,2005,1,1,1,3.0
41173,BCS-M,2006,2,1,4,3.1
41175,BCS-M,2005,1,1,2,2.8
41175,BCS-Pa,2005,1,1,2,2.9
41175,BCS-Pb,2005,1,1,2,2.9
41176,BCS-M,2006,2,1,3,2.9
41176,BCS-Pa,2006,2,1,3,2.7
41181,BCS-M,2005,1,1,1,3.0
41181,BCS-Pa,2005,1,1,1,2.9
41183,BCS-M,2005,1,1,2,2.8
41183,BCS-Pa,2005,1,1,2,2.8
41189,BCS-M,2006,1,2,3,2.9
41192,BCS-M,2006,1,2,4,2.7
41193,BCS-M,2005,1,1,2,3.2
41193,BCS-Pa,2005,1,1,2,3.3
41196,BCS-M,2005,1,1,2,2.7
41196,BCS-Pa,2005,1,1,2,3.0
41197,BCS-M,2006,1,2,2,2.7
41197,BCS-Pa,2006,1,2,2,2.9
41197,BCS-Pb,2006,1,2,2,2.7
