ID,day,BCS_sim
31442,0.0,3.45828135587733
31442,1.0,3.45828135587733
31442,2.0,3.45828135587733
31442,3.0,3.45828135587733
31442,4.0,3.45828135587733
31442,5.0,3.45828135587733
31442,6.0,3.45828135587733
31442,7.0,3.45828135587733
31442,8.0,3.45828135587733
31442,9.0,3.45828135587733
31442,10.0,3.45828135587733
31442,11.0,3.45828135587733
31442,12.0,3.45828135587733
31442,13.0,3.45828135587733
31442,14.0,3.45828135587733
31442,15.0,3.45828135587733
31442,16.0,3.45828135587733
31442,17.0,3.45828135587733
31442,18.0,3.45828135587733
31442,19.0,3.45828135587733
31442,20.0,3.45828135587733
31442,21.0,3.45828135587733
31442,22.0,3.45828135587733
31442,23.0,3.45828135587733
31442,24.0,3.45828135587733
31442,25.0,3.45828135587733
31442,26.0,3.45828135587733
31442,27.0,3.45828135587733
31442,28.0,3.45828135587733
31442,29.0,3.45828135587733
31442,30.0,3.45828135587733
31442,31.0,3.45828135587733
31442,32.0,3.45828135587733
31442,33.0,3.45828135587733
31442,34.0,3.45828135587733
31442,35.0,3.45828135587733
31442,36.0,3.45828135587733
31442,37.0,3.45828135587733
31442,38.0,3.45828135587733
31442,39.0,3.45828135587733
31442,40.0,3.45828135587733
31442,41.0,3.45828135587733
31442,42.0,3.45828135587733
31442,43.0,3.45828135587733
31442,44.0,3.45828135587733
31442,45.0,3.45828135587733
31442,46.0,3.45828135587733
31442,47.0,3.45828135587733
31442,48.0,3.45828135587733
31442,49.0,3.45828135587733
31442,50.0,3.45828135587733
31442,51.0,3.45828135587733
31442,52.0,3.45828135587733
31442,53.0,3.45828135587733
31442,54.0,3.45828135587733
31442,55.0,3.45828135587733
31442,56.0,3.45828135587733
31442,57.0,3.45828135587733
31442,58.0,3.45828135587733
31442,59.0,3.45828135587733
31442,60.0,3.45828135587733
31442,61.0,3.45828135587733
31442,62.0,3.45828135587733
31442,63.0,3.45828135587733
31442,64.0,3.45828135587733
31442,65.0,3.45828135587733
31442,66.0,3.45828135587733
31442,67.0,3.45828135587733
31442,68.0,3.45828135587733
31442,69.0,3.45828135587733
31442,70.0,3.45828135587733
31442,71.0,3.45828135587733
31442,72.0,3.45828135587733
31442,73.0,3.45828135587733
31442,74.0,3.45828135587733
31442,75.0,3.45828135587733
31442,76.0,3.45828135587733
31442,77.0,3.45828135587733
31442,78.0,3.45828135587733
31442,79.0,3.45828135587733
31442,80.0,3.45828135587733
31442,81.0,3.45828135587733
31442,82.0,3.45828135587733
31442,83.0,3.45828135587733
31442,84.0,3.45828135587733
31442,85.0,3.45828135587733
31442,86.0,3.45828135587733
31442,87.0,3.45828135587733
31442,88.0,3.45828135587733
31442,89.0,3.45828135587733
31442,90.0,3.45828135587733
31442,91.0,3.45828135587733
31442,92.0,3.45828135587733
31442,93.0,3.45828135587733
31442,94.0,3.45828135587733
31442,95.0,3.45828135587733
31442,96.0,3.45828135587733
31442,97.0,3.45828135587733
31442,98.0,3.45828135587733
31442,99.0,3.45828135587733
31442,100.0,3.45828135587733
31442,101.0,3.45828135587733
31442,102.0,3.45828135587733
31442,103.0,3.45828135587733
31442,104.0,3.45828135587733
31442,105.0,3.45828135587733
31442,106.0,3.45828135587733
31442,107.0,3.45828135587733
31442,108.0,3.45828135587733
31442,109.0,3.45828135587733
31442,110.0,3.45828135587733
31442,111.0,3.45828135587733
31442,112.0,3.45828135587733
31442,113.0,3.45828135587733
31442,114.0,3.45828135587733
31442,115.0,3.45828135587733
31442,116.0,3.45828135587733
31442,117.0,3.45828135587733
31442,118.0,3.45828135587733
31442,119.0,3.45828135587733
31442,120.0,3.45828135587733
31442,121.0,3.45828135587733
31442,122.0,3.45828135587733
