"Ewe.ID","line","Parity","dbeg","dend","bcsinit"
41054,260,2,376,503,2.78897698458804
41054,260,3,NA,NA,0
41058,261,1,30,280,3.1901298755345
41058,261,2,427,601,3.06093026667342
41058,261,3,793,963,3.30654252391779
41070,262,1,15,330,3.01724145206801
41070,262,2,NA,NA,0
41070,262,3,NA,NA,0
41074,263,1,31,254,2.9470987341551
41074,263,2,432,594,2.84384824131229
41074,263,3,NA,NA,0
41077,264,1,19,213,2.92829631739069
41077,264,2,387,670,2.7097652679674
41077,264,3,NA,NA,0
41078,265,1,34,278,2.92811364902805
41078,265,2,399,501,2.57848301829916
41078,265,3,NA,NA,0
41079,266,1,NA,NA,0
41079,266,2,360,588,2.90231238918627
41079,266,3,NA,NA,0
41113,267,1,37,230,3.51620934768782
41113,267,2,424,607,3.06182741728731
41113,267,3,804,1030,3.44648997179244
41118,268,1,20,295,3.62761520868182
41118,268,2,423,536,2.90628626532005
41118,268,3,NA,NA,0
41119,269,1,7,285,3.51696096331669
41119,269,2,410,670,3.16402123482111
41119,269,3,NA,NA,0
41124,270,1,94,289,3.37464002202585
41124,270,2,404,514,2.91426596377168
41124,270,3,NA,NA,0
41128,271,1,0,217,3.1928345644163
41128,271,2,426,571,2.66035596441028
41128,271,3,NA,NA,0
41129,272,1,22,274,3.2502582278806
41129,272,2,390,498,2.73628237242796
41129,272,3,NA,NA,0
41131,273,1,17,257,2.92430507064006
41131,273,2,467,573,2.78038466184621
41131,273,3,NA,NA,0
41132,274,1,20,241,3.02655612797841
41132,274,2,404,521,2.71119041714
41132,274,3,799,989,2.92330123942846
41133,275,1,41,209,2.91653679168142
41133,275,2,433,670,2.98016563413535
41133,275,3,NA,NA,0
41135,276,1,NA,NA,0
41135,276,2,375,531,3.21447249998038
41135,276,3,NA,NA,0
41143,277,1,13,278,3.34953247239448
41143,277,2,431,578,3.10981144300157
41143,277,3,NA,NA,0
41149,278,1,22,181,3.31423727311576
41149,278,2,361,670,2.89183120625546
41149,278,3,NA,NA,0
41156,279,1,NA,NA,0
41156,279,2,387,670,3.17268550353491
41156,279,3,NA,NA,0
41157,280,1,0,186,3.19277458047822
41157,280,2,360,563,2.85939948397416
41157,280,3,NA,NA,0
41161,281,1,17,291,3.08489431720852
41161,281,2,404,528,2.6913932587281
41161,281,3,NA,NA,0
41173,282,1,NA,NA,0
41173,282,2,436,569,3.12385066546929
41173,282,3,NA,NA,0
41175,283,1,59,199,2.91576078831588
41175,283,2,360,580,2.80591410595465
41175,283,3,798,936,3.20346827675449
41176,284,1,NA,NA,0
41176,284,2,360,631,2.89926707637575
41176,284,3,761,909,2.97872909784439
41181,285,1,0,269,2.98789077614854
41181,285,2,413,570,3.13613529534188
41181,285,3,NA,NA,0
41183,286,1,17,259,2.82323210004806
41183,286,2,477,583,2.81942871791383
41183,286,3,NA,NA,0
41189,287,1,95,310,2.91276568326275
41189,287,2,NA,NA,0
41189,287,3,NA,NA,0
41192,288,1,43,310,2.87001517652772
41192,288,2,NA,NA,0
41192,288,3,NA,NA,0
41193,289,1,22,276,3.33105375388457
41193,289,2,399,518,3.06346728590387
41193,289,3,NA,NA,0
41196,290,1,31,287,2.97551351110892
41196,290,2,487,570,2.66654031471388
41196,290,3,NA,NA,0
41197,291,1,29,162,2.90316200457194
41197,291,2,402,553,2.96391915496913
41197,291,3,774,913,3.03355422498872
41199,292,1,19,195,3.58057727456061
41199,292,2,490,554,2.71807189851797
41199,292,3,NA,NA,0
41205,293,1,33,172,2.78689310011236
41205,293,2,NA,NA,0
41205,293,3,NA,NA,0
41212,294,1,28,263,3.38289906729918
41212,294,2,402,521,2.90359418294095
41212,294,3,NA,NA,0
41213,295,1,28,253,3.38569968401237
41213,295,2,395,491,2.63500858261217
41213,295,3,NA,NA,0
41218,296,1,NA,NA,0
41218,296,2,382,670,2.93538214306053
41218,296,3,NA,NA,0
41222,297,1,NA,NA,0
41222,297,2,425,556,2.96610955940568
41222,297,3,NA,NA,0
41226,298,1,NA,NA,0
41226,298,2,477,670,2.9238732203048
41226,298,3,NA,NA,0
41230,299,1,27,280,2.87246864533284
41230,299,2,462,604,2.77622416102587
41230,299,3,NA,NA,0
41234,300,1,33,228,2.95532354826606
41234,300,2,NA,NA,0
41234,300,3,NA,NA,0
41247,301,1,0,218,3.19295650622467
41247,301,2,520,604,2.84520799610531
41247,301,3,NA,NA,0
41255,302,1,0,280,2.79731762042466
41255,302,2,462,574,2.80443519744588
41255,302,3,NA,NA,0
41259,303,1,31,282,3.30011056773613
41259,303,2,398,504,2.85787132033329
41259,303,3,NA,NA,0
41264,304,1,47,215,2.81537272148473
41264,304,2,490,590,2.9038603074129
41264,304,3,NA,NA,0
41268,305,1,0,230,3.2878611095927
41268,305,2,397,509,2.911384248556
41268,305,3,NA,NA,0
41272,306,1,49,214,2.91425692739803
41272,306,2,399,526,2.76891182119946
41272,306,3,NA,NA,0
41273,307,1,0,215,3.18541078117128
41273,307,2,NA,NA,0
41273,307,3,NA,NA,0
41274,308,1,79,211,2.71527224762438
41274,308,2,NA,NA,0
41274,308,3,NA,NA,0
41275,309,1,19,260,2.94045936078065
41275,309,2,421,586,2.64368821994365
41275,309,3,NA,NA,0
41277,310,1,12,189,2.91865495050743
41277,310,2,NA,NA,0
41277,310,3,NA,NA,0
41278,311,1,27,305,3.71611437714122
41278,311,2,408,538,2.82880268291436
41278,311,3,NA,NA,0
41279,312,1,NA,NA,0
41279,312,2,365,670,2.90070343719388
41279,312,3,NA,NA,0
41292,314,1,52,239,2.9119471124362
41292,314,2,441,576,2.73507549847435
41292,314,3,NA,NA,0
41305,315,1,NA,NA,0
41305,315,2,383,494,3.39621815263801
41305,315,3,884,1050,3.50285142759409
41311,316,1,NA,NA,0
41311,316,2,393,564,3.00359352583835
41311,316,3,NA,NA,0
41321,317,1,NA,NA,0
41321,317,2,396,670,2.96746749065846
41321,317,3,NA,NA,0
41338,318,1,0,123,2.90121105616696
41338,318,2,NA,NA,0
41338,318,3,NA,NA,0
41344,319,1,28,257,2.86952686297269
41344,319,2,414,670,2.87886651914283
41344,319,3,NA,NA,0
41359,320,1,31,267,2.94900689141246
41359,320,2,NA,NA,0
41359,320,3,NA,NA,0
41370,321,1,18,305,3.37938100427906
41370,321,2,420,519,2.87455514244939
41370,321,3,NA,NA,0
41373,322,1,0,216,3.09199377571649
41373,322,2,383,485,2.6956679882063
41373,322,3,NA,NA,0
41379,323,1,22,132,3.14031676985013
41379,323,2,461,588,2.92031724969341
41379,323,3,NA,NA,0
41386,324,1,60,232,2.84618283660093
41386,324,2,393,534,2.66896778587608
41386,324,3,NA,NA,0
41387,325,1,26,245,2.83398427207704
41387,325,2,417,546,2.65731625865739
41387,325,3,796,969,3.090723260648
41389,326,1,28,330,2.81558078490351
41389,326,2,NA,NA,0
41389,326,3,NA,NA,0
41390,327,1,NA,NA,0
41390,327,2,364,670,3.11171188286514
41390,327,3,NA,NA,0
41392,328,1,0,283,3.18638873688741
41392,328,2,408,670,2.59675960612362
41392,328,3,NA,NA,0
41393,329,1,33,231,2.89819835181788
41393,329,2,423,572,2.67493436526129
41393,329,3,NA,NA,0
41399,330,1,NA,NA,0
41399,330,2,443,568,2.77704715177527
41399,330,3,NA,NA,0
41407,331,1,23,230,3.09824491884542
41407,331,2,NA,NA,0
41407,331,3,NA,NA,0
41413,332,1,39,262,2.98338509743476
41413,332,2,426,572,2.64294006744236
41413,332,3,NA,NA,0
41414,333,1,0,229,2.99947483694629
41414,333,2,470,608,3.10241080839667
41414,333,3,743,940,3.17232883237463
41418,334,1,35,310,3.21447297506132
41418,334,2,NA,NA,0
41418,334,3,NA,NA,0
41432,335,1,NA,NA,0
41432,335,2,398,670,2.82052020770806
41432,335,3,NA,NA,0
41434,336,1,0,292,2.80106444360514
41434,336,2,442,567,2.62215437389727
41434,336,3,NA,NA,0
41440,337,1,25,170,2.70850574850855
41440,337,2,442,580,2.65437016843249
41440,337,3,NA,NA,0
41441,338,1,NA,NA,0
41441,338,2,401,546,2.75009543875291
41441,338,3,775,972,3.00258117503348
41444,339,1,34,218,3.5059060675064
41444,339,2,395,535,3.09169851653453
41444,339,3,NA,NA,0
41445,340,1,32,230,2.81754412489965
41445,340,2,NA,NA,0
41445,340,3,NA,NA,0
41446,341,1,NA,NA,0
41446,341,2,447,559,3.07007092295427
41446,341,3,NA,NA,0
41451,342,1,30,231,2.91234969750687
41451,342,2,404,552,2.71900175870074
41451,342,3,803,970,3.16833646516235
41456,343,1,27,283,3.12935965452274
41456,343,2,443,609,2.75178279836061
41456,343,3,805,990,2.93614087679615
41461,344,1,NA,NA,0
41461,344,2,429,580,3.0309890354965
41461,344,3,NA,NA,0
41464,345,1,0,237,2.79172496192188
41464,345,2,439,585,2.49736023314836
41464,345,3,NA,NA,0
41466,346,1,31,310,2.7818783930744
41466,346,2,NA,NA,0
41466,346,3,NA,NA,0
41470,347,1,3,208,3.31263116683961
41470,347,2,411,503,2.76418678776831
41470,347,3,NA,NA,0
41472,348,1,136,278,2.6129036944546
41472,348,2,414,593,2.9060632158146
41472,348,3,725,842,2.77310576006005
41473,349,1,0,301,3.20440945249924
41473,349,2,441,578,2.89326014275723
41473,349,3,NA,NA,0
41481,350,1,8,271,3.11461091209754
41481,350,2,399,521,2.81978807264131
41481,350,3,833,970,3.24666440516927
41485,351,1,41,232,2.88320211151604
41485,351,2,398,530,3.04515775098599
41485,351,3,NA,NA,0
41488,352,1,34,253,2.92783132606448
41488,352,2,406,539,3.19184985068594
41488,352,3,785,970,3.08541121032319
41491,353,1,NA,NA,0
41491,353,2,400,628,2.88380120767624
41491,353,3,824,995,3.03538911781918
41496,354,1,16,301,2.97096248422973
41496,354,2,465,657,2.71477259875378
41496,354,3,NA,NA,0
41500,355,1,31,211,3.50921206554579
41500,355,2,406,561,2.74692239552512
41500,355,3,NA,NA,0
41501,356,1,43,239,2.91444025379396
41501,356,2,470,623,2.78798999717652
41501,356,3,799,998,2.86893570511665
41502,357,1,NA,NA,0
41502,357,2,389,656,3.00229447965208
41502,357,3,843,1021,3.38601597222896
41506,358,1,NA,NA,0
41506,358,2,380,601,3.06031438005133
41506,358,3,770,943,3.11649967289644
41512,359,1,NA,NA,0
41512,359,2,476,670,2.84878293627617
41512,359,3,NA,NA,0
41513,360,1,30,145,3.28277549875702
41513,360,2,456,613,3.24616464053472
41513,360,3,765,940,3.26888705597626
41514,361,1,0,261,2.99486198922469
41514,361,2,NA,NA,0
41514,361,3,NA,NA,0
41516,362,1,23,261,3.43906073478478
41516,362,2,414,549,2.79447838297614
41516,362,3,NA,NA,0
41525,363,1,31,259,3.12739015710948
41525,363,2,394,498,3.11964601156996
41525,363,3,NA,NA,0
41526,364,1,16,330,3.02139147057006
41526,364,2,NA,NA,0
41526,364,3,NA,NA,0
41529,365,1,NA,NA,0
41529,365,2,404,608,2.67238435040353
41529,365,3,774,990,3.15173610559339
41532,366,1,NA,NA,0
41532,366,2,393,525,3.3541866879709
41532,366,3,NA,NA,0
41539,367,1,16,98,3.02703669544705
41539,367,2,NA,NA,0
41539,367,3,NA,NA,0
41540,368,1,26,211,2.99983204619711
41540,368,2,NA,NA,0
41540,368,3,NA,NA,0
41543,369,1,NA,NA,0
41543,369,2,393,642,3.2420422900531
41543,369,3,775,1030,3.22428414275341
41545,370,1,0,260,3.28631663087576
41545,370,2,397,522,2.74828764831676
41545,370,3,798,945,3.11970819606154
41550,371,1,35,288,2.76685528773821
41550,371,2,415,580,2.58493242617609
41550,371,3,727,927,2.69319912702412
41552,372,1,49,183,2.97178018002038
41552,372,2,NA,NA,0
41552,372,3,NA,NA,0
41560,373,1,38,290,3.22644463953376
41560,373,2,454,594,3.44150975113962
41560,373,3,720,970,3.45883860190732
41562,374,1,28,283,2.94796922418176
41562,374,2,438,543,3.10657690249839
41562,374,3,NA,NA,0
41568,375,1,37,273,2.9543104594119
41568,375,2,NA,NA,0
41568,375,3,NA,NA,0
41572,376,1,92,291,2.89119460331915
41572,376,2,401,543,2.63857246405423
41572,376,3,NA,NA,0
41573,377,1,0,265,2.89328294580312
41573,377,2,431,564,2.69994639643109
41573,377,3,NA,NA,0
41575,378,1,44,206,2.91524346381029
41575,378,2,492,575,2.91695170461679
41575,378,3,NA,NA,0
41577,379,1,30,280,3.08964551384474
41577,379,2,407,670,2.75823734103701
41577,379,3,NA,NA,0
41582,380,1,NA,NA,0
41582,380,2,464,635,3.01873093841717
41582,380,3,809,936,2.89304929552052
41605,381,1,33,226,2.91630679277304
41605,381,2,433,606,2.93854497671932
41605,381,3,747,908,2.91914924451363
41606,382,1,38,194,2.89725362722468
41606,382,2,364,670,2.7082413139007
41606,382,3,794,928,2.968502386228
41610,383,1,31,277,3.15968286095001
41610,383,2,417,585,3.03833493009185
41610,383,3,735,983,3.04184975804507
41622,384,1,31,250,2.69361668605335
41622,384,2,413,597,2.93835967868597
41622,384,3,776,917,2.88125811449652
41629,385,1,33,259,3.49015241874429
41629,385,2,406,578,3.15161459889393
41629,385,3,765,970,3.14574411832491
41630,386,1,33,272,3.19403298774154
41630,386,2,418,571,2.9460428754789
41630,386,3,796,921,3.19721080751968
51105,387,1,32,278,3.51669639905945
51105,387,2,428,587,2.98355410952354
51105,387,3,NA,NA,0
51109,388,1,0,220,3.30291858904315
51109,388,2,454,574,2.9229309149626
51109,388,3,NA,NA,0
51115,389,1,NA,NA,0
51115,389,2,414,575,3.08096944887595
51115,389,3,NA,NA,0
51116,390,1,35,310,3.15812729290613
51116,390,2,436,593,2.99356250728495
51116,390,3,NA,NA,0
51118,391,1,28,150,3.19524494185338
51118,391,2,NA,NA,0
51118,391,3,NA,NA,0
51119,392,1,88,243,3.06009192842829
51119,392,2,419,599,3.05160903625962
51119,392,3,NA,NA,0
51122,393,1,NA,NA,0
51122,393,2,394,670,3.37745874104457
51122,393,3,NA,NA,0
51123,394,1,47,229,3.07458394254741
51123,394,2,401,518,2.97733653985274
51123,394,3,NA,NA,0
51126,395,1,43,243,2.9093646637777
51126,395,2,436,581,3.03860391548049
51126,395,3,NA,NA,0
51128,396,1,26,134,3.26851753500537
51128,396,2,387,540,3.0666284101844
51128,396,3,NA,NA,0
51132,397,1,40,271,2.88613082011881
51132,397,2,398,533,2.71331918406963
51132,397,3,NA,NA,0
51133,398,1,24,294,3.20073759401549
51133,398,2,432,588,3.01690261324083
51133,398,3,NA,NA,0
51135,399,1,33,209,2.68988024345489
51135,399,2,NA,NA,0
51135,399,3,NA,NA,0
51137,400,1,66,260,3.25312116892685
51137,400,2,491,630,3.48763317021495
51137,400,3,NA,NA,0
51143,401,1,35,274,2.89585019838103
51143,401,2,408,584,2.68625855380995
51143,401,3,NA,NA,0
51150,402,1,28,213,3.01810980624436
51150,402,2,394,547,2.99383316322275
51150,402,3,NA,NA,0
51152,403,1,44,280,2.94548288203484
51152,403,2,NA,NA,0
51152,403,3,NA,NA,0
51153,404,1,0,278,3.39846640761838
51153,404,2,419,513,2.90839196676672
51153,404,3,NA,NA,0
51160,405,1,22,245,2.99290849869552
51160,405,2,422,584,2.98254719721047
51160,405,3,NA,NA,0
51169,406,1,20,243,3.05978972718191
51169,406,2,432,578,3.02328413718924
51169,406,3,NA,NA,0
51170,407,1,31,269,3.30282068846323
51170,407,2,493,670,3.06981557306051
51170,407,3,NA,NA,0
51171,408,1,37,279,2.99194870445912
51171,408,2,450,670,2.91654452888468
51171,408,3,NA,NA,0
51173,409,1,NA,NA,0
51173,409,2,428,561,3.28281941599982
51173,409,3,NA,NA,0
51179,410,1,25,262,2.90417061174531
51179,410,2,436,670,2.74028457217522
51179,410,3,NA,NA,0
51180,411,1,47,247,3.14135898461256
51180,411,2,401,521,3.04844312639523
51180,411,3,778,907,3.12830902371467
51185,412,1,NA,NA,0
51185,412,2,408,575,3.11184017389278
51185,412,3,NA,NA,0
51189,413,1,69,270,3.02055548041548
51189,413,2,414,670,3.30596958945126
51189,413,3,NA,NA,0
51195,414,1,16,270,2.94372882254255
51195,414,2,425,579,2.77845096975536
51195,414,3,NA,NA,0
51197,415,1,29,239,3.00499850823656
51197,415,2,437,577,2.83115418358186
51197,415,3,NA,NA,0
51199,416,1,NA,NA,0
51199,416,2,409,583,2.98473071438303
51199,416,3,NA,NA,0
51202,417,1,31,256,2.89871844828199
51202,417,2,408,516,2.85373364683576
51202,417,3,NA,NA,0
51209,418,1,13,248,3.23356319225595
51209,418,2,471,576,3.11355820273455
51209,418,3,NA,NA,0
51215,419,1,28,272,2.91046454143616
51215,419,2,418,565,2.83429639711509
51215,419,3,NA,NA,0
51216,420,1,31,168,3.16247302274672
51216,420,2,401,597,2.77933540204
51216,420,3,777,970,2.6693020192833
51217,421,1,28,201,3.02805212603196
51217,421,2,504,670,2.8451164937446
51217,421,3,NA,NA,0
51221,422,1,27,287,3.36928120087369
51221,422,2,424,575,2.85819290137686
51221,422,3,NA,NA,0
51223,423,1,22,167,2.8864901499269
51223,423,2,431,565,2.95822037331409
51223,423,3,NA,NA,0
51224,424,1,18,255,2.93558868647923
51224,424,2,407,568,2.78153687383739
51224,424,3,NA,NA,0
51225,425,1,56,183,3.11160343479568
51225,425,2,NA,NA,0
51225,425,3,NA,NA,0
51240,426,1,30,310,3.33630858983926
51240,426,2,428,594,2.93833499122422
51240,426,3,NA,NA,0
51244,427,1,35,221,3.13926251108863
51244,427,2,456,587,3.0688903667634
51244,427,3,NA,NA,0
51248,428,1,32,213,2.8960620392117
51248,428,2,NA,NA,0
51248,428,3,NA,NA,0
51249,429,1,31,164,3.2271097779085
51249,429,2,NA,NA,0
51249,429,3,NA,NA,0
51250,430,1,0,228,3.09789385241141
51250,430,2,443,670,2.94272221859459
51250,430,3,NA,NA,0
51251,431,1,35,281,3.38130050930759
51251,431,2,465,582,3.04413976272608
51251,431,3,NA,NA,0
51254,432,1,27,285,2.93290830796219
51254,432,2,437,600,2.82267108142747
51254,432,3,726,983,2.91117315223001
51265,433,1,23,304,3.3917428152414
51265,433,2,447,581,3.00766064795338
51265,433,3,NA,NA,0
51266,434,1,46,200,3.05053457416532
51266,434,2,NA,NA,0
51266,434,3,NA,NA,0
51270,435,1,9,284,3.12843277537163
51270,435,2,409,570,2.96660229652855
51270,435,3,782,970,2.96223519445231
51271,436,1,36,182,2.97044286165286
51271,436,2,NA,NA,0
51271,436,3,NA,NA,0
51273,437,1,38,260,3.2861971142456
51273,437,2,421,615,2.78166250461407
51273,437,3,784,912,2.75356256192947
51285,438,1,23,288,2.9439057085646
51285,438,2,414,567,2.77788608070166
51285,438,3,NA,NA,0
51286,439,1,NA,NA,0
51286,439,2,366,561,3.11508822917959
51286,439,3,751,910,2.64772313207944
51289,440,1,32,248,3.14701242243446
51289,440,2,406,565,3.01982349421031
51289,440,3,NA,NA,0
51293,441,1,38,186,3.07917197070086
51293,441,2,NA,NA,0
51293,441,3,NA,NA,0
51295,442,1,18,274,3.2307920818893
51295,442,2,407,604,3.18377958324647
51295,442,3,800,971,2.8804733438885
51296,443,1,88,236,3.12027210451983
51296,443,2,395,564,3.06057595197437
51296,443,3,NA,NA,0
51308,444,1,32,276,3.00032302511532
51308,444,2,401,568,2.77325140604747
51308,444,3,NA,NA,0
51317,445,1,33,310,3.38771687585339
51317,445,2,NA,NA,0
51317,445,3,NA,NA,0
51325,446,1,NA,NA,0
51325,446,2,444,599,3.1453255226457
51325,446,3,NA,NA,0
51328,447,1,17,276,2.88735843200335
51328,447,2,414,567,2.76581931234685
51328,447,3,NA,NA,0
51330,448,1,36,291,3.03751655058755
51330,448,2,428,580,2.93811846847991
51330,448,3,NA,NA,0
51332,449,1,NA,NA,0
51332,449,2,403,670,2.97001517652772
51332,449,3,NA,NA,0
51334,450,1,34,267,3.30844138887347
51334,450,2,434,670,2.97190253080216
51334,450,3,NA,NA,0
51348,451,1,26,263,2.97137620129092
51348,451,2,416,574,2.95265794773894
51348,451,3,NA,NA,0
51349,452,1,34,268,3.23687053401488
51349,452,2,438,542,3.02100614463846
51349,452,3,NA,NA,0
51353,453,1,72,225,3.23812552075807
51353,453,2,NA,NA,0
51353,453,3,NA,NA,0
51358,454,1,0,194,3.20451270043324
51358,454,2,NA,NA,0
51358,454,3,NA,NA,0
51359,455,1,85,283,3.12974412172479
51359,455,2,413,579,3.04613479561134
51359,455,3,NA,NA,0
51363,456,1,29,269,3.01026445010383
51363,456,2,416,586,2.89343265343712
51363,456,3,751,1030,3.04601227137626
51364,457,1,28,231,3.06877662964754
51364,457,2,390,670,2.66951891432306
51364,457,3,NA,NA,0
51366,458,1,29,274,3.32467918317343
51366,458,2,401,538,2.88003639098832
51366,458,3,NA,NA,0
51374,459,1,44,200,2.98732936494373
51374,459,2,NA,NA,0
51374,459,3,NA,NA,0
51379,460,1,35,243,2.92695960547696
51379,460,2,428,609,2.79397851936985
51379,460,3,752,916,2.7042880142459
51386,461,1,37,215,3.07068310354877
51386,461,2,405,670,2.83994355380776
51386,461,3,NA,NA,0
51387,462,1,39,294,2.88196826156413
51387,462,2,497,670,2.7198680197144
51387,462,3,NA,NA,0
51390,463,1,25,287,3.60613452856058
51390,463,2,395,557,3.02804188694994
51390,463,3,NA,NA,0
51399,464,1,NA,NA,0
51399,464,2,374,670,3.04079902212351
51399,464,3,NA,NA,0
51401,465,1,38,310,3.11412559505235
51401,465,2,NA,NA,0
51401,465,3,NA,NA,0
51402,466,1,31,275,2.98128499856147
51402,466,2,454,584,2.85712615585521
51402,466,3,NA,NA,0
51405,467,1,32,306,2.88547968432004
51405,467,2,414,545,2.62870824837522
51405,467,3,808,970,2.97540149034414
51406,468,1,48,199,3.21581728359598
51406,468,2,NA,NA,0
51406,468,3,NA,NA,0
51409,469,1,30,284,3.16390263790836
51409,469,2,397,530,2.9564958925866
51409,469,3,NA,NA,0
51410,470,1,NA,NA,0
51410,470,2,391,670,3.52627010241771
51410,470,3,NA,NA,0
51411,471,1,NA,NA,0
51411,471,2,414,574,3.31584215738636
51411,471,3,NA,NA,0
51420,472,1,35,278,3.20133323788037
51420,472,2,418,530,2.84857464292422
51420,472,3,NA,NA,0
51422,473,1,31,255,2.99590161447377
51422,473,2,400,500,2.7921983706365
51422,473,3,NA,NA,0
51427,474,1,20,300,2.92200766144351
51427,474,2,444,670,3.11218586442042
51427,474,3,NA,NA,0
51433,475,1,22,242,3.02811326942129
51433,475,2,398,530,2.80496071653622
51433,475,3,NA,NA,0
51434,476,1,17,136,2.96215838331056
51434,476,2,382,524,2.83068061599916
51434,476,3,NA,NA,0
51436,477,1,30,256,3.24669118223285
51436,477,2,405,568,3.08897819786163
51436,477,3,796,1030,2.75086730566255
51437,478,1,64,260,3.01538723825837
51437,478,2,392,525,2.75828028339006
51437,478,3,801,970,2.85001019648626
51439,479,1,30,265,3.08630363531521
51439,479,2,414,670,3.14635131486918
51439,479,3,NA,NA,0
51441,480,1,0,254,3.19240180584502
51441,480,2,433,670,2.85611944504603
51441,480,3,NA,NA,0
51444,481,1,71,286,3.30502617316295
51444,481,2,446,582,2.86733546204625
51444,481,3,NA,NA,0
51446,482,1,NA,NA,0
51446,482,2,406,670,3.11175125368028
51446,482,3,NA,NA,0
51447,483,1,46,213,3.18281792334094
51447,483,2,364,524,2.86809271025405
51447,483,3,806,970,2.79201390456785
51453,484,1,36,171,3.00335227543814
51453,484,2,437,670,2.92160880983863
51453,484,3,NA,NA,0
51467,485,1,30,275,3.14403176445029
51467,485,2,423,585,3.05604466351501
51467,485,3,NA,NA,0
51469,486,1,30,191,3.06371247997167
51469,486,2,NA,NA,0
51469,486,3,NA,NA,0
51472,487,1,33,263,3.18599622292404
51472,487,2,399,564,2.97781297061691
51472,487,3,NA,NA,0
51474,488,1,36,273,3.01676085338368
51474,488,2,432,670,3.06197999342873
51474,488,3,NA,NA,0
51486,489,1,32,166,3.05860540436566
51486,489,2,NA,NA,0
51486,489,3,NA,NA,0
51489,490,1,59,232,3.32213322081849
51489,490,2,409,576,3.26419825766006
51489,490,3,NA,NA,0
51490,491,1,34,216,3.23612461906266
51490,491,2,426,582,2.87803319842515
51490,491,3,NA,NA,0
51492,492,1,0,258,3.1940192112028
51492,492,2,443,585,3.39975377774859
51492,492,3,NA,NA,0
51498,493,1,35,229,2.98193488982519
51498,493,2,432,608,2.92843073190274
51498,493,3,777,938,3.1538301008645
51501,494,1,36,310,3.24421448140344
51501,494,2,NA,NA,0
51501,494,3,NA,NA,0
51505,495,1,86,310,3.34967262597795
51505,495,2,NA,NA,0
51505,495,3,870,960,3.07819322745016
51508,496,1,46,258,3.14760513618293
51508,496,2,418,550,2.97155539308808
51508,496,3,NA,NA,0
51522,497,1,25,276,3.01352720441755
51522,497,2,408,533,3.12841843234945
51522,497,3,NA,NA,0
51523,498,1,32,330,2.97226862895862
51523,498,2,NA,NA,0
51523,498,3,NA,NA,0
51525,499,1,51,220,3.08372674870874
51525,499,2,415,670,2.89998319101703
51525,499,3,NA,NA,0
51528,500,1,18,330,2.82299055300651
51528,500,2,NA,NA,0
51528,500,3,NA,NA,0
51530,501,1,0,269,2.99616759776123
51530,501,2,462,591,2.94977372271281
51530,501,3,NA,NA,0
51532,502,1,80,224,3.24718335251764
51532,502,2,387,543,3.21785865131783
51532,502,3,786,898,2.81235377377116
51535,503,1,35,219,3.43254610863281
51535,503,2,419,603,3.25493108728524
51535,503,3,NA,NA,0
51542,504,1,22,282,3.10865404935939
51542,504,2,440,578,2.87603407007826
51542,504,3,NA,NA,0
51547,505,1,0,225,2.99630604664934
51547,505,2,416,592,2.9378440212511
51547,505,3,NA,NA,0
51551,506,1,NA,NA,0
51551,506,2,410,590,3.22221906505552
51551,506,3,NA,NA,0
51556,507,1,37,235,3.06374562327048
51556,507,2,413,670,2.75519159479673
51556,507,3,NA,NA,0
51560,508,1,60,214,3.02366372620578
51560,508,2,NA,NA,0
51560,508,3,NA,NA,0
51562,509,1,35,207,3.08655799041094
51562,509,2,393,587,3.39571902498435
51562,509,3,761,922,2.74644662656235
51566,510,1,81,222,3.08826469511461
51566,510,2,395,566,3.00483670259256
51566,510,3,NA,NA,0
51570,511,1,31,310,3.34775431034455
51570,511,2,NA,NA,0
51570,511,3,NA,NA,0
51571,512,1,29,264,3.01299588852947
51571,512,2,399,515,2.94608265014746
51571,512,3,NA,NA,0
51572,513,1,53,207,3.1858315519248
51572,513,2,397,607,3.00313372877983
51572,513,3,NA,NA,0
51575,514,1,73,221,3.47517949930381
51575,514,2,393,593,3.27351543526444
51575,514,3,769,1030,2.91529829661057
51578,515,1,39,277,3.15217697944634
51578,515,2,408,517,2.98768532119425
51578,515,3,NA,NA,0
51581,516,1,33,262,2.99086817612883
51581,516,2,404,574,2.80255117429061
51581,516,3,NA,NA,0
51586,517,1,43,224,3.46651372585105
51586,517,2,420,596,2.98458819655427
51586,517,3,NA,NA,0
51616,518,1,NA,NA,0
51616,518,2,398,605,3.06565704878988
51616,518,3,NA,NA,0
51618,519,1,35,218,3.07128557394606
51618,519,2,473,656,3.01688412842983
51618,519,3,795,940,2.99016332950906
51621,520,1,34,319,2.98296363382604
51621,520,2,465,670,2.84306817172708
51621,520,3,NA,NA,0
51633,521,1,0,219,3.10310456383731
51633,521,2,NA,NA,0
51633,521,3,NA,NA,0
51636,522,1,73,205,3.12420425216123
51636,522,2,NA,NA,0
51636,522,3,NA,NA,0
51638,523,1,38,206,3.344517219904
51638,523,2,NA,NA,0
51638,523,3,NA,NA,0
51648,524,1,0,271,2.7976796776026
51648,524,2,408,619,2.80388502362998
51648,524,3,790,954,2.69115891986505
51654,525,1,28,292,3.15494341896239
51654,525,2,421,601,2.94697009906977
51654,525,3,787,970,3.01173420608039
51655,526,1,24,287,2.90663980804272
51655,526,2,416,559,2.94639793837289
51655,526,3,801,959,2.97784409142131
51658,527,1,23,292,2.94958010922133
