"Ewe.ID","line","Parity","dbeg","dend","bcsinit"
51658,527,2,470,625,2.88806588307769
51658,527,3,793,940,3.10831577735464
51667,528,1,41,202,2.88683552162369
51667,528,2,NA,NA,0
51667,528,3,NA,NA,0
51672,529,1,38,214,2.8882436544126
51672,529,2,406,585,2.72734436364956
51672,529,3,NA,NA,0
51675,530,1,39,196,2.96861373673007
51675,530,2,370,541,2.70062747882864
51675,530,3,NA,NA,0
51681,531,1,20,228,3.02772636978641
51681,531,2,396,552,2.86594918134584
51681,531,3,736,912,2.70913562051649
51684,532,1,0,239,3.10284344009121
51684,532,2,440,606,3.30725963580061
51684,532,3,NA,NA,0
51689,533,1,88,252,3.00681472104973
51689,533,2,430,603,2.68289834867292
51689,533,3,741,1030,2.75602933311677
51690,534,1,51,280,2.90739294971019
51690,534,2,415,655,2.62029615501142
51690,534,3,796,915,2.6481696669714
51694,535,1,91,271,3.10315755358916
51694,535,2,410,599,3.3908161209992
51694,535,3,743,943,2.84640812679365
61002,536,1,0,265,2.99235882794219
61002,536,2,403,527,2.70349208814379
61002,536,3,788,970,2.57818641240426
61008,537,1,18,251,2.92988751724287
61008,537,2,394,507,2.84779713821585
61008,537,3,NA,NA,0
61009,538,1,7,263,3.02493303993087
61009,538,2,434,576,2.6747811278627
61009,538,3,NA,NA,0
61013,539,1,32,199,3.43991069023858
61013,539,2,387,535,3.33046559982889
61013,539,3,792,916,3.15547949222966
61032,540,1,0,243,2.99173669520824
61032,540,2,407,670,2.85037669853258
61032,540,3,NA,NA,0
61033,541,1,NA,NA,0
61033,541,2,360,582,3.285512588673
61033,541,3,NA,NA,0
61046,542,1,29,278,3.37341581417733
61046,542,2,395,541,2.68021088867121
61046,542,3,NA,NA,0
61047,543,1,0,218,3.19042033870998
61047,543,2,398,670,3.08746032230098
61047,543,3,NA,NA,0
61049,544,1,20,231,3.12320167219181
61049,544,2,414,601,2.85719737868398
61049,544,3,760,938,2.81473121226691
61050,545,1,0,170,3.20137126856544
61050,545,2,387,577,2.71765208700593
61050,545,3,NA,NA,0
61065,546,1,39,272,3.18410484973044
61065,546,2,NA,NA,0
61065,546,3,NA,NA,0
61069,547,1,15,288,3.03624958332651
61069,547,2,439,572,2.88956134400466
61069,547,3,NA,NA,0
61070,548,1,8,324,3.11524227809279
61070,548,2,471,572,2.62281258957748
61070,548,3,NA,NA,0
61073,549,1,NA,NA,0
61073,549,2,382,670,3.19103512778756
61073,549,3,NA,NA,0
61074,550,1,0,189,3.19993514778785
61074,550,2,NA,NA,0
61074,550,3,NA,NA,0
61079,551,1,NA,NA,0
61079,551,2,375,670,3.57588673032287
61079,551,3,NA,NA,0
61089,552,1,2,228,3.10109530105319
61089,552,2,423,670,2.79473692959946
61089,552,3,NA,NA,0
61105,553,1,31,214,3.48135762282906
61105,553,2,496,586,2.99238698340926
61105,553,3,NA,NA,0
61112,554,1,0,222,3.40361742618832
61112,554,2,392,524,2.95062152437428
61112,554,3,NA,NA,0
61114,555,1,11,247,3.22180224891654
61114,555,2,427,670,2.63549409260876
61114,555,3,NA,NA,0
61118,556,1,67,233,3.02176504549012
61118,556,2,393,588,2.67612718384223
61118,556,3,862,955,2.74926533983427
61119,557,1,0,236,3.29199652601677
61119,557,2,404,585,2.71703217697679
61119,557,3,778,924,2.62535193638815
61121,558,1,0,204,3.19218116514903
61121,558,2,382,545,2.78907691626178
61121,558,3,NA,NA,0
61122,559,1,47,242,3.15042312160037
61122,559,2,440,607,2.79775531842091
61122,559,3,NA,NA,0
61129,560,1,0,226,3.4967779174736
61129,560,2,420,581,2.84389719979261
61129,560,3,NA,NA,0
61145,561,1,96,310,2.91631755570836
61145,561,2,430,570,2.50068397753444
61145,561,3,NA,NA,0
61167,562,1,16,220,3.32675449792257
61167,562,2,415,607,2.98813378815641
61167,562,3,784,938,2.93518009075924
61177,563,1,54,216,3.01293312072942
61177,563,2,NA,NA,0
61177,563,3,NA,NA,0
61178,564,1,0,251,3.20544671496175
61178,564,2,408,582,2.75924779144842
61178,564,3,724,956,2.81704025609052
61200,565,1,20,242,3.16330893586815
61200,565,2,396,504,3.02088090243193
61200,565,3,NA,NA,0
61205,566,1,0,232,3.09345705288394
61205,566,2,390,533,2.92570997902061
61205,566,3,839,955,3.05819317228156
61206,567,1,41,216,2.91757087195795
61206,567,2,389,658,2.67930522924052
61206,567,3,801,925,2.70339772640554
61211,568,1,44,265,3.2150017926604
61211,568,2,397,530,3.0532250248726
61211,568,3,792,921,2.98014542398546
61240,569,1,66,244,3.33386930568041
61240,569,2,361,670,2.84593993818125
61240,569,3,NA,NA,0
61244,570,1,22,206,3.01293050656724
61244,570,2,446,577,2.7086461607853
61244,570,3,NA,NA,0
61251,571,1,19,232,3.03074884837795
61251,571,2,394,587,2.79348771161792
61251,571,3,NA,NA,0
61252,572,1,33,214,3.18055397934072
61252,572,2,398,561,2.9380081344882
61252,572,3,NA,NA,0
61261,573,1,0,201,3.00541259592599
61261,573,2,366,549,2.75564714757737
61261,573,3,738,940,2.73047332183103
61269,574,1,35,252,3.0039764512911
61269,574,2,418,595,3.02413517224066
61269,574,3,NA,NA,0
61272,575,1,NA,NA,0
61272,575,2,395,594,3.07929873894625
61272,575,3,NA,NA,0
61277,576,1,13,231,3.00632527451644
61277,576,2,409,572,2.81935257740376
61277,576,3,NA,NA,0
61287,577,1,0,245,3.1889928134925
61287,577,2,445,670,2.73589787959139
61287,577,3,NA,NA,0
61290,578,1,73,279,3.05108385847339
61290,578,2,399,532,2.88191238172173
61290,578,3,774,888,2.78451452572617
61292,579,1,0,250,3.19063179322518
61292,579,2,445,572,2.76507907883892
61292,579,3,NA,NA,0
61293,580,1,33,256,3.17869778052886
61293,580,2,397,576,2.64823907483437
61293,580,3,808,944,2.66603627772293
61294,581,1,15,223,3.04910339006308
61294,581,2,431,593,2.67199236470151
61294,581,3,NA,NA,0
61298,582,1,33,228,3.34184226686405
61298,582,2,410,572,3.02307256750976
61298,582,3,NA,NA,0
61317,583,1,43,283,2.97494489134245
61317,583,2,413,570,2.76103533777705
61317,583,3,724,931,2.66119946735668
61318,584,1,31,202,2.85254480651513
61318,584,2,447,553,2.58220103876729
61318,584,3,NA,NA,0
61321,585,1,55,243,3.05167605783372
61321,585,2,407,578,2.72840431386784
61321,585,3,786,944,2.70722403888377
61322,586,1,0,234,2.99567632979775
61322,586,2,399,554,2.80686801940774
61322,586,3,787,1030,2.88872686776354
61327,587,1,NA,NA,0
61327,587,2,431,535,2.77369806469602
61327,587,3,NA,NA,0
61336,588,1,4,316,3.30693710780949
61336,588,2,447,670,2.40366988881207
61336,588,3,NA,NA,0
61348,589,1,31,254,2.95332920093736
61348,589,2,391,670,2.46363866541414
61348,589,3,NA,NA,0
61353,590,1,0,321,2.21086325673682
61353,590,2,415,570,2.46537434518014
61353,590,3,NA,NA,0
61355,591,1,47,224,3.0186401198759
61355,591,2,401,579,2.63858139974094
61355,591,3,NA,NA,0
61359,592,1,0,208,3.19564604399042
61359,592,2,339,444,2.70615552276643
61359,592,3,NA,NA,0
61365,593,1,38,266,2.91479603365505
61365,593,2,437,567,2.5692819216543
61365,593,3,843,947,2.70241268292669
61367,594,1,78,252,3.16038068535861
61367,594,2,362,545,2.71454088843335
61367,594,3,839,941,2.93573210291335
61372,596,1,25,218,2.93712762272798
61372,596,2,478,587,2.75656186433842
61372,596,3,NA,NA,0
61376,597,1,0,181,3.20049699168641
61376,597,2,360,522,2.88584276655187
61376,597,3,NA,NA,0
61391,598,1,0,281,3.19357827435621
61391,598,2,401,523,2.74143946557935
61391,598,3,NA,NA,0
61394,599,1,15,204,3.03299813678336
61394,599,2,NA,NA,0
61394,599,3,NA,NA,0
61395,600,1,0,258,3.0913985230259
61395,600,2,404,584,2.79201393026287
61395,600,3,787,974,2.59795636380498
61409,601,1,0,250,2.99681922225645
61409,601,2,493,607,2.92116274836534
61409,601,3,NA,NA,0
61424,602,1,32,261,2.99755042662553
61424,602,2,NA,NA,0
61424,602,3,NA,NA,0
61431,603,1,14,267,3.27881352989723
61431,603,2,396,512,2.8747265598094
61431,603,3,NA,NA,0
61436,604,1,25,144,3.28445597916182
61436,604,2,398,670,2.84332951507916
61436,604,3,NA,NA,0
61437,605,1,0,225,3.39289736144268
61437,605,2,NA,NA,0
61437,605,3,NA,NA,0
61440,606,1,NA,NA,0
61440,606,2,422,630,2.50453876809941
61440,606,3,809,953,2.87252664750961
61443,607,1,24,293,3.35760490665267
61443,607,2,402,540,2.75905207806352
61443,607,3,NA,NA,0
61445,608,1,0,199,3.09554854847191
61445,608,2,NA,NA,0
61445,608,3,NA,NA,0
61451,609,1,35,250,2.86303710344304
61451,609,2,476,590,2.83397205624837
61451,609,3,NA,NA,0
61456,610,1,38,211,3.05668457912926
61456,610,2,384,550,2.84392566209651
61456,610,3,NA,NA,0
61464,611,1,63,262,3.01963019356815
61464,611,2,487,605,2.73594163829957
61464,611,3,NA,NA,0
61466,612,1,0,248,3.18882147615662
61466,612,2,412,571,2.58529326311975
61466,612,3,NA,NA,0
61471,613,1,0,238,3.09658977640659
61471,613,2,382,670,2.78203880711518
61471,613,3,NA,NA,0
61474,614,1,17,261,3.04835020800945
61474,614,2,400,523,2.92249176628256
61474,614,3,NA,NA,0
61476,615,1,35,224,3.4519981248196
61476,615,2,410,577,2.91958787128488
61476,615,3,NA,NA,0
61477,616,1,0,183,2.99433218650303
61477,616,2,427,572,2.91790455684581
61477,616,3,NA,NA,0
61480,617,1,72,262,3.16894054197831
61480,617,2,422,578,2.73980875357846
61480,617,3,754,891,2.76926570848275
61483,618,1,0,297,3.20102365535613
61483,618,2,432,670,2.93573284898547
61483,618,3,850,946,3.27190222857035
61484,619,1,29,250,2.92788124078748
61484,619,2,384,670,2.51305237709944
61484,619,3,NA,NA,0
61487,620,1,0,232,3.09235477914318
61487,620,2,392,670,2.87396837212814
61487,620,3,NA,NA,0
61489,621,1,30,294,3.19326866075411
61489,621,2,398,531,2.75122846835148
61489,621,3,773,924,2.93146432941734
61497,622,1,7,245,3.21216454844066
61497,622,2,392,670,2.90623035316518
61497,622,3,NA,NA,0
61505,623,1,NA,NA,0
61505,623,2,366,670,3.01023021332072
61505,623,3,NA,NA,0
61506,624,1,25,256,3.0552635085084
61506,624,2,405,553,2.73026015193555
61506,624,3,809,892,2.66897382775001
61514,625,1,0,253,3.29604019352858
61514,625,2,411,670,2.7932863929507
61514,625,3,NA,NA,0
61516,626,1,NA,NA,0
61516,626,2,388,572,2.77808338099164
61516,626,3,NA,NA,0
61523,627,1,18,287,3.1348503426231
61523,627,2,433,580,3.13856316091016
61523,627,3,NA,NA,0
61527,628,1,3,310,2.99406190773574
61527,628,2,NA,NA,0
61527,628,3,NA,NA,0
61540,629,1,18,223,3.00368932038521
61540,629,2,NA,NA,0
61540,629,3,NA,NA,0
61541,630,1,28,223,3.13225868382561
61541,630,2,400,584,2.85534195670234
61541,630,3,NA,NA,0
61548,631,1,20,214,3.04975780414954
61548,631,2,365,542,2.63639453031678
61548,631,3,736,905,2.70076062973827
61549,632,1,46,255,2.91198434105564
61549,632,2,398,526,2.64845875457146
61549,632,3,NA,NA,0
61550,633,1,34,217,3.18209959581691
61550,633,2,403,598,2.77710917823088
61550,633,3,NA,NA,0
61552,634,1,30,222,3.17819314446387
61552,634,2,386,557,2.63668696996028
61552,634,3,NA,NA,0
61553,635,1,42,206,3.11910607232278
61553,635,2,360,588,2.65797850197025
61553,635,3,NA,NA,0
61555,636,1,20,202,3.05201930866605
61555,636,2,369,603,2.64084241386236
61555,636,3,744,955,2.61008993050702
61560,637,1,19,225,2.83846816080356
61560,637,2,398,530,2.71539348208058
61560,637,3,NA,NA,0
61573,638,1,57,200,3.02347638747329
61573,638,2,NA,NA,0
61573,638,3,NA,NA,0
61576,639,1,0,189,3.1968978674548
61576,639,2,336,514,3.02349084894987
61576,639,3,NA,NA,0
61582,640,1,20,241,2.92993711783834
61582,640,2,400,549,2.62952189896303
61582,640,3,789,916,2.59260309242228
61584,641,1,0,252,2.99609542312499
61584,641,2,433,572,2.77465380353911
61584,641,3,NA,NA,0
61585,642,1,NA,NA,0
61585,642,2,444,561,2.46102847239875
61585,642,3,NA,NA,0
61587,643,1,15,222,3.00965049705383
61587,643,2,NA,NA,0
61587,643,3,NA,NA,0
61593,644,1,30,238,3.21484784445576
61593,644,2,NA,NA,0
61593,644,3,NA,NA,0
61595,645,1,26,275,3.02861357589793
61595,645,2,401,530,2.78261095318163
61595,645,3,807,970,3.0748926724134
61596,646,1,24,293,3.03716960854824
61596,646,2,414,577,2.71326635647916
61596,646,3,828,1030,2.76457038617409
61598,647,1,39,215,2.91840951273811
61598,647,2,511,670,2.76259026205188
61598,647,3,NA,NA,0
61601,648,1,30,209,3.02178027066898
61601,648,2,387,537,2.75643122301233
61601,648,3,799,970,2.76482091680612
61610,649,1,20,274,3.3109225967782
61610,649,2,399,522,2.65874879179767
61610,649,3,NA,NA,0
61613,650,1,27,293,3.12868516799419
61613,650,2,435,598,3.0414932047678
61613,650,3,NA,NA,0
61617,651,1,39,202,2.88532880730852
61617,651,2,468,575,2.62945404119958
61617,651,3,NA,NA,0
61620,652,1,25,180,3.10410856283854
61620,652,2,360,552,2.75165373302915
61620,652,3,NA,NA,0
61621,653,1,0,185,3.10059320784903
61621,653,2,470,587,2.86315907304736
61621,653,3,NA,NA,0
61624,654,1,30,208,3.2461925051872
61624,654,2,456,587,2.75762351544193
61624,654,3,NA,NA,0
61629,655,1,0,206,2.80208749378861
61629,655,2,NA,NA,0
61629,655,3,NA,NA,0
61634,656,1,41,199,3.01998862855553
61634,656,2,NA,NA,0
61634,656,3,NA,NA,0
61636,657,1,25,286,3.23669417266513
61636,657,2,397,535,2.71690525189482
61636,657,3,NA,NA,0
61639,658,1,0,234,2.99595826536845
61639,658,2,376,563,2.7247883767006
61639,658,3,775,932,2.81960486947361
61651,659,1,14,283,3.46112880787418
61651,659,2,404,530,3.10341243716518
61651,659,3,799,970,2.86410213328323
61669,660,1,0,203,2.89684677130186
61669,660,2,389,533,2.63486498608121
61669,660,3,NA,NA,0
61673,661,1,0,250,3.29987344482042
61673,661,2,391,527,2.76164299407108
61673,661,3,814,955,2.80923741070115
61685,662,1,0,297,2.89726541995052
61685,662,2,406,670,2.54957727058788
61685,662,3,NA,NA,0
61693,663,1,0,214,2.99924099338076
61693,663,2,348,493,2.9922128438727
61693,663,3,734,882,2.92642822591259
61697,664,1,42,208,2.91283607598536
61697,664,2,376,570,2.76815863220815
61697,664,3,734,893,2.71976501907773
61718,665,1,0,307,3.09608635221552
61718,665,2,419,574,2.59574226978796
61718,665,3,NA,NA,0
61724,666,1,0,264,2.69220152396889
61724,666,2,402,552,2.66302971369957
61724,666,3,805,970,2.66441827081438
61731,667,1,0,309,2.90044880988456
61731,667,2,505,670,2.55141001646069
61731,667,3,NA,NA,0
61737,668,1,0,261,3.18932272606253
61737,668,2,416,562,2.55874133419092
61737,668,3,765,910,2.59351569290845
61745,669,1,0,256,2.99679980716386
61745,669,2,431,629,2.70936737387491
61745,669,3,838,1030,3.14978923363491
61748,670,1,0,114,3.19757238184543
61748,670,2,NA,NA,0
61748,670,3,NA,NA,0
71017,671,1,NA,NA,0
71017,671,2,417,564,2.91419450682456
71017,671,3,NA,NA,0
71019,672,1,0,247,2.89469694980392
71019,672,2,386,592,2.71857300147978
71019,672,3,NA,NA,0
71022,673,1,0,251,3.18852801979265
71022,673,2,400,564,2.63728459881577
71022,673,3,NA,NA,0
71025,674,1,0,252,3.09273072947844
71025,674,2,478,586,2.82351279237182
71025,674,3,NA,NA,0
71029,675,1,0,212,2.89243316459921
71029,675,2,360,573,2.61489303382156
71029,675,3,NA,NA,0
71035,676,1,34,310,3.41253472101493
71035,676,2,NA,NA,0
71035,676,3,NA,NA,0
71040,677,1,69,192,2.97637629362938
71040,677,2,436,563,3.38123511241166
71040,677,3,NA,NA,0
71047,678,1,NA,NA,0
71047,678,2,360,601,3.19843962321032
71047,678,3,NA,NA,0
71048,679,1,43,230,2.91422456785536
71048,679,2,436,603,3.20146429286655
71048,679,3,NA,NA,0
71050,680,1,20,307,2.98457004136243
71050,680,2,474,598,2.75889565260021
71050,680,3,NA,NA,0
71054,681,1,31,198,3.19780275309402
71054,681,2,370,547,2.85011644193974
71054,681,3,NA,NA,0
71058,682,1,44,192,2.91854277479657
71058,682,2,434,547,3.16821563642349
71058,682,3,NA,NA,0
71062,683,1,99,246,2.93114275879906
71062,683,2,NA,NA,0
71062,683,3,NA,NA,0
71078,684,1,0,220,2.99626239425283
71078,684,2,368,541,3.01309010290852
71078,684,3,NA,NA,0
71081,685,1,36,251,3.04735405897838
71081,685,2,398,553,2.70332100825466
71081,685,3,NA,NA,0
71085,686,1,0,297,2.9956116867595
71085,686,2,467,578,2.75578080819829
71085,686,3,NA,NA,0
71094,687,1,0,282,3.27751339697363
71094,687,2,360,549,2.69690921834076
71094,687,3,NA,NA,0
71095,688,1,0,256,3.17533410492472
71095,688,2,458,670,2.86174385719687
71095,688,3,NA,NA,0
71096,689,1,0,259,2.98782823716285
71096,689,2,396,540,2.6280732923782
71096,689,3,NA,NA,0
71097,690,1,0,225,2.89176447051764
71097,690,2,381,532,2.63748299409988
71097,690,3,NA,NA,0
71105,691,1,0,310,3.29501349254725
71105,691,2,NA,NA,0
71105,691,3,NA,NA,0
71116,692,1,39,214,3.23964020495574
71116,692,2,371,670,2.7237461435524
71116,692,3,NA,NA,0
71127,693,1,0,310,2.88823490297355
71127,693,2,NA,NA,0
71127,693,3,785,921,3.27559379767772
71128,694,1,100,292,2.91354546079599
71128,694,2,437,579,2.80881381132531
71128,694,3,NA,NA,0
71138,695,1,83,225,3.01653290450694
71138,695,2,380,557,2.60437099602399
71138,695,3,NA,NA,0
71140,696,1,0,277,3.28131860650079
71140,696,2,404,539,2.61205026640591
71140,696,3,NA,NA,0
71141,697,1,0,249,3.17353575584622
71141,697,2,461,584,2.75648232755498
71141,697,3,NA,NA,0
71143,698,1,62,181,2.82457516559654
71143,698,2,434,670,3.09357415645313
71143,698,3,NA,NA,0
71156,699,1,0,259,2.99257925619197
71156,699,2,408,631,2.58569391411361
71156,699,3,778,943,2.78205663434407
71157,700,1,51,227,3.21591623904738
71157,700,2,480,563,2.68745920138312
71157,700,3,NA,NA,0
71163,701,1,0,219,3.0932775042498
71163,701,2,402,567,2.67531579597459
71163,701,3,NA,NA,0
71169,702,1,0,194,2.99342448707984
71169,702,2,351,512,2.87512066382661
71169,702,3,NA,NA,0
71174,703,1,85,264,3.00998935917117
71174,703,2,401,558,2.76782498194361
71174,703,3,NA,NA,0
71184,704,1,48,310,3.14398801267208
71184,704,2,NA,NA,0
71184,704,3,NA,NA,0
71208,705,1,85,245,3.0447629224372
71208,705,2,NA,NA,0
71208,705,3,796,942,2.87572849470223
71215,706,1,0,258,3.0886660550632
71215,706,2,418,499,2.86136931318509
71215,706,3,NA,NA,0
71228,707,1,0,225,3.09730551724918
71228,707,2,388,670,2.6513352216272
71228,707,3,NA,NA,0
71230,708,1,NA,NA,0
71230,708,2,373,528,2.83693659739999
71230,708,3,NA,NA,0
71235,709,1,NA,NA,0
71235,709,2,400,670,2.65444955795646
71235,709,3,NA,NA,0
71238,710,1,0,194,2.99437152895134
71238,710,2,455,624,3.30785336740567
71238,710,3,NA,NA,0
71241,711,1,19,296,2.84736727446036
71241,711,2,445,599,3.2772558238999
71241,711,3,730,970,3.14829190571613
71242,712,1,9,294,3.11980552869105
71242,712,2,378,670,2.66548221758744
71242,712,3,NA,NA,0
71251,713,1,0,247,3.09403943451167
71251,713,2,443,585,2.77834492884339
71251,713,3,NA,NA,0
71252,714,1,30,227,3.46446238837829
71252,714,2,442,578,2.72213555672308
71252,714,3,NA,NA,0
71255,715,1,82,242,3.01550427346047
71255,715,2,432,566,2.68509634775117
71255,715,3,NA,NA,0
71257,716,1,0,265,3.00255740660872
71257,716,2,399,566,2.66931674575128
71257,716,3,NA,NA,0
71259,717,1,NA,NA,0
71259,717,2,398,670,2.75562215928584
71259,717,3,NA,NA,0
71260,718,1,25,298,3.1705029541959
71260,718,2,484,583,2.83915921567089
71260,718,3,NA,NA,0
71263,719,1,23,165,3.01037571555473
71263,719,2,421,551,3.24211986374319
71263,719,3,NA,NA,0
71273,720,1,76,280,2.71239795700779
71273,720,2,384,545,2.52587004830494
71273,720,3,NA,NA,0
71275,721,1,NA,NA,0
71275,721,2,392,589,3.06115270514555
71275,721,3,NA,NA,0
71277,722,1,0,197,3.09430549060859
71277,722,2,NA,NA,0
71277,722,3,NA,NA,0
71279,723,1,13,186,3.4569406434683
71279,723,2,NA,NA,0
71279,723,3,NA,NA,0
71281,724,1,56,187,2.71475625231804
71281,724,2,433,555,3.16820151973559
71281,724,3,NA,NA,0
71282,725,1,0,221,2.99430239749768
71282,725,2,435,618,3.11674095757288
71282,725,3,NA,NA,0
71283,726,1,81,226,2.96506117993722
71283,726,2,445,616,3.27242810025999
71283,726,3,NA,NA,0
71293,727,1,18,283,3.01069240375444
71293,727,2,444,589,3.24143504746269
71293,727,3,NA,NA,0
71311,728,1,NA,NA,0
71311,728,2,407,593,2.6740658400918
71311,728,3,NA,NA,0
71319,729,1,NA,NA,0
71319,729,2,449,563,2.77585772855488
71319,729,3,NA,NA,0
71322,730,1,0,286,2.99945384632168
71322,730,2,415,567,2.61936867931982
71322,730,3,NA,NA,0
71323,731,1,0,235,2.99618698306469
71323,731,2,453,581,2.60049975034774
71323,731,3,NA,NA,0
71325,732,1,25,243,2.77599403308231
71325,732,2,439,585,2.91237569472303
71325,732,3,747,970,2.85035554737007
71332,733,1,0,210,2.98458724157165
71332,733,2,314,417,2.82748105282929
71332,733,3,NA,NA,0
71338,734,1,0,224,3.18794195752317
71338,734,2,456,564,2.93238106377022
71338,734,3,NA,NA,0
71341,735,1,28,178,2.88577837655936
71341,735,2,469,640,2.99050307953097
71341,735,3,NA,NA,0
71343,736,1,0,202,2.99411777734319
71343,736,2,NA,NA,0
71343,736,3,NA,NA,0
71345,737,1,NA,NA,0
71345,737,2,360,567,2.80275949238429
71345,737,3,NA,NA,0
71354,738,1,0,217,3.39299263604798
71354,738,2,375,670,2.76141943404829
71354,738,3,NA,NA,0
71358,739,1,18,193,2.81672381914031
71358,739,2,449,589,3.10144432024063
71358,739,3,NA,NA,0
71363,740,1,0,284,3.09959833288658
71363,740,2,NA,NA,0
71363,740,3,788,1030,3.16643982315537
71366,741,1,26,278,2.96008152824924
71366,741,2,408,541,3.09093651247874
71366,741,3,NA,NA,0
71370,742,1,32,265,2.91116329599906
71370,742,2,458,637,3.47470118715791
71370,742,3,NA,NA,0
71375,743,1,NA,NA,0
71375,743,2,386,670,2.97966120295078
71375,743,3,NA,NA,0
71381,744,1,NA,NA,0
71381,744,2,390,592,3.37535987047774
71381,744,3,729,927,3.30614110329036
71387,745,1,NA,NA,0
71387,745,2,389,670,2.75943515165225
71387,745,3,NA,NA,0
71391,746,1,0,195,3.00326948348199
71391,746,2,440,670,3.26937808031948
71391,746,3,NA,NA,0
71393,747,1,64,201,2.74277211443793
71393,747,2,NA,NA,0
71393,747,3,720,907,3.04250660733603
71394,748,1,51,215,2.87554677440913
71394,748,2,445,670,3.46321209389634
71394,748,3,NA,NA,0
71397,749,1,17,169,2.84583788041812
71397,749,2,459,607,3.08438218656969
71397,749,3,772,1030,3.14430969689108
71402,750,1,NA,NA,0
71402,750,2,402,522,2.85941126513278
71402,750,3,NA,NA,0
71412,751,1,NA,NA,0
71412,751,2,377,527,2.70932584694937
71412,751,3,NA,NA,0
71414,752,1,0,234,3.28188512679164
71414,752,2,468,581,2.87394170473978
71414,752,3,NA,NA,0
71416,753,1,NA,NA,0
71416,753,2,424,544,2.81756101639095
71416,753,3,NA,NA,0
71425,754,1,38,191,2.89248494150253
71425,754,2,NA,NA,0
71425,754,3,780,933,3.20688480654473
71435,755,1,4,211,3.00238883606429
71435,755,2,NA,NA,0
71435,755,3,NA,NA,0
71438,756,1,NA,NA,0
71438,756,2,408,564,2.88042141281033
71438,756,3,NA,NA,0
71439,757,1,0,251,2.8947776524293
71439,757,2,388,523,2.75007756225259
71439,757,3,NA,NA,0
71441,758,1,18,288,3.49961736559508
71441,758,2,473,572,2.82847383685024
71441,758,3,NA,NA,0
71444,759,1,17,257,2.85159143113168
71444,759,2,440,580,2.76538166704078
71444,759,3,NA,NA,0
71446,760,1,0,233,2.99507533852599
71446,760,2,391,539,2.74287438971571
71446,760,3,NA,NA,0
71450,761,1,72,189,2.8370450204014
71450,761,2,432,575,3.17292302874157
71450,761,3,720,887,2.86655326936348
71453,762,1,67,191,3.02934922912182
71453,762,2,438,605,3.56267762238253
71453,762,3,NA,NA,0
71455,763,1,0,263,3.30340228472183
71455,763,2,390,521,2.8314666486288
71455,763,3,792,958,3.08994761919458
71460,764,1,18,195,2.8166339725844
71460,764,2,426,581,3.00435078978081
71460,764,3,NA,NA,0
71465,765,1,12,179,2.91555707319761
71465,765,2,450,610,3.15541436780456
71465,765,3,NA,NA,0
71469,766,1,0,283,3.10264729716081
71469,766,2,445,670,2.97516350795516
71469,766,3,NA,NA,0
71481,767,1,0,259,3.19710606479089
71481,767,2,430,631,3.12614620781888
71481,767,3,NA,NA,0
71485,768,1,79,272,2.94753417069552
71485,768,2,454,624,3.02365094796083
71485,768,3,NA,NA,0
71486,769,1,0,184,2.90233778434848
71486,769,2,434,564,3.36508798943445
71486,769,3,NA,NA,0
71494,770,1,28,242,3.43098500828646
71494,770,2,379,548,2.91724141549168
71494,770,3,NA,NA,0
71502,771,1,34,181,2.68246189530276
71502,771,2,444,633,3.14356294799419
71502,771,3,NA,NA,0
71505,772,1,NA,NA,0
71505,772,2,448,613,3.58937485342704
71505,772,3,731,956,3.30944616636321
71507,773,1,28,216,2.87570595475548
71507,773,2,427,568,3.10398636921704
71507,773,3,NA,NA,0
71508,774,1,28,245,2.66586129416975
71508,774,2,442,617,3.06906580652774
71508,774,3,NA,NA,0
71512,775,1,0,182,3.30577816742516
71512,775,2,456,627,3.43447277808955
71512,775,3,NA,NA,0
71513,776,1,53,234,2.87851799442206
71513,776,2,446,602,3.40189415634036
71513,776,3,NA,NA,0
71516,777,1,28,209,2.87859390016183
71516,777,2,425,566,2.87058155261914
71516,777,3,NA,NA,0
71520,778,1,91,292,2.90094658581408
71520,778,2,464,585,2.69728286596488
71520,778,3,NA,NA,0
71533,779,1,23,168,3.10155314304688
71533,779,2,424,560,3.0467864076732
71533,779,3,NA,NA,0
71536,780,1,0,219,2.89182841600389
71536,780,2,472,574,2.55122966334314
71536,780,3,NA,NA,0
71540,781,1,NA,NA,0
71540,781,2,431,574,2.55707771164491
71540,781,3,NA,NA,0
71548,782,1,69,227,3.27142625282984
71548,782,2,384,524,2.92375410641834
71548,782,3,NA,NA,0
71549,783,1,0,173,3.20248120322185
71549,783,2,452,580,3.33494202498719
71549,783,3,723,925,3.43677397018435
71550,784,1,67,209,2.82292629095357
71550,784,2,433,581,3.18024525616622
71550,784,3,NA,NA,0
71559,785,1,38,204,2.88966535895754
71559,785,2,437,584,3.01556359859261
71559,785,3,NA,NA,0
71560,786,1,12,179,2.91431149034608
71560,786,2,418,567,3.07506761852902
71560,786,3,NA,NA,0
71562,787,1,72,259,2.9166266159432
71562,787,2,391,531,2.71199876533577
71562,787,3,NA,NA,0
71580,788,1,0,178,3.08742781690042
71580,788,2,362,670,2.87286079547693
71580,788,3,NA,NA,0
71583,789,1,NA,NA,0
71583,789,2,404,571,2.80527196493688
71583,789,3,NA,NA,0
71587,790,1,0,206,3.19931922751472
71587,790,2,449,670,3.37850664257165
71587,790,3,NA,NA,0
71594,791,1,0,217,3.09279953250871
71594,791,2,441,581,2.75699511527856
