"Ewe";"BW.time";"BCS.time";"Year";"Parity";"Age_mating";"LS";"state.num";"day";"BW";"BCS";"BCSm";"BCS1"
21544;"BW-Pa";"BCS-Pa";2003;1;1;"2";"40";40;NA;2.7;3.5;2.7
21544;"BW-Pb";"BCS-Pb";2003;1;1;"2";"80";80;NA;2.4;3.5;2.4
21545;"BW-M";"BCS-M";2004;1;2;"4";"0";0;47300;2.5;3.5;2.5
21545;"BW-Pa";"BCS-Pa";2004;1;2;"4";"40";40;NA;2.7;3.5;2.7
21545;"BW-Pb";"BCS-Pb";2004;1;2;"4";"80";80;NA;2.7;3.5;2.7
21547;"BW-M";"BCS-M";2004;1;2;"3";"0";0;43500;2.4;3.5;2.4
21547;"BW-Pa";"BCS-Pa";2004;1;2;"3";"40";40;NA;2.5;3.5;2.5
21551;"BW-M";"BCS-M";2004;1;2;"3";"0";0;43300;2.6;3.5;2.6
21551;"BW-Pa";"BCS-Pa";2004;1;2;"3";"40";40;NA;2.8;3.5;2.8
21559;"BW-M";"BCS-M";2004;1;2;"4";"0";0;44500;3;4;3
21559;"BW-Pa";"BCS-Pa";2004;1;2;"4";"40";40;NA;2.9;4;2.9
31004;"BW-M";"BCS-M";2004;1;1;"2";"0";0;40200;3.1;3.5;3.1
31004;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.9;3.5;2.9
31014;"BW-M";"BCS-M";2004;1;1;"2";"0";0;36800;2.7;3.5;2.7
31014;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.9;3.5;2.9
31067;"BW-M";"BCS-M";2004;1;1;"2";"0";0;42000;3.2;3.5;3.2
31067;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;3;3.5;3
31100;"BW-M";"BCS-M";2004;1;1;"1";"0";0;37300;2.6;3.5;2.6
31100;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.7;3.5;2.7
31105;"BW-M";"BCS-M";2004;1;1;"1";"0";0;35700;2.8;3.5;2.8
31105;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.9;3.5;2.9
31108;"BW-M";"BCS-M";2004;1;1;"2";"0";0;47200;3;3.5;3
31162;"BW-M";"BCS-M";2004;1;1;"2";"0";0;37600;2.9;3.5;2.9
31162;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.9;3.5;2.9
31183;"BW-M";"BCS-M";2004;1;1;"2";"0";0;37500;2.8;3.5;2.8
31183;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.8;3.5;2.8
31185;"BW-M";"BCS-M";2004;1;1;"2";"0";0;41800;2.7;3.5;2.7
31185;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.7;3.5;2.7
31205;"BW-M";"BCS-M";2004;1;1;"3";"0";0;34500;2.7;3.5;2.7
31205;"BW-Pa";"BCS-Pa";2004;1;1;"3";"40";40;NA;2.6;3.5;2.6
31236;"BW-M";"BCS-M";2004;1;1;"2";"0";0;37000;2.9;3.5;2.9
31236;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;3.1;3.5;3.1
31245;"BW-M";"BCS-M";2005;2;1;"3";"0";360;60900;2.6;3.5;2.6
31246;"BW-M";"BCS-M";2004;1;1;"1";"0";0;41500;2.8;3.5;2.8
31246;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.9;3.5;2.9
31262;"BW-M";"BCS-M";2004;1;1;"2";"0";0;41600;3.3;3.5;3.3
31278;"BW-M";"BCS-M";2004;1;1;"2";"0";0;38700;2.9;3.5;2.9
31279;"BW-M";"BCS-M";2004;1;1;"2";"0";0;35100;3.2;3.5;3.2
31279;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;3;3.5;3
31280;"BW-M";"BCS-M";2004;1;1;"2";"0";0;34400;2.9;3.5;2.9
31280;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;3;3.5;3
31281;"BW-M";"BCS-M";2004;1;1;"2";"0";0;37100;2.7;3.5;2.7
31281;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.8;3.5;2.8
31281;"BW-Pb";"BCS-Pb";2004;1;1;"2";"80";80;NA;2.8;3.5;2.8
31284;"BW-M";"BCS-M";2005;1;2;"2";"0";0;55000;2.8;3.5;2.8
31284;"BW-Pa";"BCS-Pa";2005;1;2;"2";"40";40;57700;2.8;3.5;2.8
31287;"BW-M";"BCS-M";2004;1;1;"1";"0";0;35400;3.3;3.5;3.3
31287;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;3;3.5;3
31300;"BW-M";"BCS-M";2005;2;1;"1";"0";360;57400;2.9;3.5;2.9
31300;"BW-Pa";"BCS-Pa";2005;2;1;"1";"40";400;54000;2.9;3.5;2.9
31301;"BW-M";"BCS-M";2004;1;1;"1";"0";0;40500;2.7;3.5;2.7
31301;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.9;3.5;2.9
31312;"BW-M";"BCS-M";2004;1;1;"2";"0";0;37600;2.4;3.5;2.4
31312;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.6;3.5;2.6
31312;"BW-Pb";"BCS-Pb";2004;1;1;"2";"80";80;NA;2.5;3.5;2.5
31321;"BW-M";"BCS-M";2004;1;1;"4";"0";0;38900;2.9;3.5;2.9
31321;"BW-Pa";"BCS-Pa";2004;1;1;"4";"40";40;NA;2.9;3.5;2.9
31321;"BW-Pb";"BCS-Pb";2004;1;1;"4";"80";80;NA;2.9;3.5;2.9
31324;"BW-M";"BCS-M";2005;2;1;"1";"0";360;66200;3.3;3.5;3.3
31324;"BW-Pa";"BCS-Pa";2005;2;1;"1";"40";400;67400;3.2;3.5;3.2
31325;"BW-M";"BCS-M";2005;1;2;"4";"0";0;57200;2.9;4;2.9
31325;"BW-Pa";"BCS-Pa";2005;1;2;"4";"40";40;54900;2.8;4;2.8
31326;"BW-M";"BCS-M";2004;1;1;"1";"0";0;38300;2.8;3.5;2.8
31326;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.9;3.5;2.9
31326;"BW-Pb";"BCS-Pb";2004;1;1;"1";"80";80;NA;3;3.5;3
31330;"BW-M";"BCS-M";2005;1;2;"2";"0";0;53300;2.8;3.5;2.8
31332;"BW-M";"BCS-M";2005;1;2;"2";"0";0;53900;2.8;3.5;2.8
31334;"BW-M";"BCS-M";2004;1;1;"1";"0";0;35400;2.9;3.5;2.9
31334;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.9;3.5;2.9
31335;"BW-M";"BCS-M";2005;1;2;"3";"0";0;55500;3.1;4;3.1
31335;"BW-Pa";"BCS-Pa";2005;1;2;"3";"40";40;55600;3.6;4;3.6
31339;"BW-M";"BCS-M";2004;1;1;"1";"0";0;38300;2.9;3.5;2.9
31339;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;3;3.5;3
31339;"BW-Pb";"BCS-Pb";2004;1;1;"1";"80";80;NA;2.9;3.5;2.9
31340;"BW-M";"BCS-M";2004;1;1;"2";"0";0;38100;2.8;3.5;2.8
31340;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.9;3.5;2.9
31342;"BW-M";"BCS-M";2005;2;1;"1";"0";360;62700;2.9;3.5;2.9
31342;"BW-Pa";"BCS-Pa";2005;2;1;"1";"40";400;64500;3.1;3.5;3.1
31343;"BW-M";"BCS-M";2004;1;1;"2";"0";0;40500;3;3.5;3
31343;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.9;3.5;2.9
31343;"BW-Pb";"BCS-Pb";2004;1;1;"2";"80";80;NA;2.9;3.5;2.9
31349;"BW-M";"BCS-M";2005;1;2;"4";"0";0;56300;3;4;3
31349;"BW-Pa";"BCS-Pa";2005;1;2;"4";"40";40;58600;3.4;4;3.4
31350;"BW-M";"BCS-M";2004;1;1;"2";"0";0;33800;2.8;3.5;2.8
31350;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.8;3.5;2.8
31356;"BW-M";"BCS-M";2004;1;1;"2";"0";0;36000;2.9;3.5;2.9
31356;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;3.1;3.5;3.1
31357;"BW-M";"BCS-M";2005;2;1;"2";"0";360;66300;3;4;3
31364;"BW-M";"BCS-M";2004;1;1;"2";"0";0;35400;2.8;3.5;2.8
31364;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.9;3.5;2.9
31364;"BW-Pb";"BCS-Pb";2004;1;1;"2";"80";80;NA;2.8;3.5;2.8
31372;"BW-M";"BCS-M";2005;1;2;"3";"0";0;64300;2.9;3.5;2.9
31374;"BW-M";"BCS-M";2004;1;1;"1";"0";0;40300;2.7;3.5;2.7
31374;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.6;3.5;2.6
31374;"BW-Pb";"BCS-Pb";2004;1;1;"1";"80";80;NA;2.6;3.5;2.6
31380;"BW-M";"BCS-M";2004;1;1;"1";"0";0;37700;3;4;3
31380;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;3.1;4;3.1
31380;"BW-Pb";"BCS-Pb";2004;1;1;"1";"80";80;NA;3.1;4;3.1
31392;"BW-M";"BCS-M";2004;1;1;"1";"0";0;38000;2.8;3.5;2.8
31392;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.9;3.5;2.9
31392;"BW-Pb";"BCS-Pb";2004;1;1;"1";"80";80;NA;2.9;3.5;2.9
31394;"BW-M";"BCS-M";2005;1;2;"4";"0";0;60400;3.1;3.5;3.1
31394;"BW-Pa";"BCS-Pa";2005;1;2;"4";"40";40;60200;2.9;3.5;2.9
31399;"BW-M";"BCS-M";2004;1;1;"1";"0";0;36400;2.9;3.5;2.9
31406;"BW-M";"BCS-M";2006;2;2;"4";"0";360;60500;2.9;3.5;2.9
31406;"BW-Pa";"BCS-Pa";2006;2;2;"4";"40";400;60900;2.9;3.5;2.9
31408;"BW-M";"BCS-M";2004;1;1;"2";"0";0;39800;2.9;3.5;2.9
31408;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.8;3.5;2.8
31414;"BW-M";"BCS-M";2005;1;2;"2";"0";0;54500;3.1;3.5;3.1
31414;"BW-Pa";"BCS-Pa";2005;1;2;"2";"40";40;56700;3.2;3.5;3.2
31415;"BW-M";"BCS-M";2005;1;2;"2";"0";0;50900;3.4;4;3.4
31430;"BW-M";"BCS-M";2004;1;1;"1";"0";0;38100;2.7;3.5;2.7
31430;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.6;3.5;2.6
31438;"BW-M";"BCS-M";2004;1;1;"3";"0";0;41900;2.4;3.5;2.4
31438;"BW-Pa";"BCS-Pa";2004;1;1;"3";"40";40;NA;2.8;3.5;2.8
31438;"BW-Pb";"BCS-Pb";2004;1;1;"3";"80";80;NA;2.4;3.5;2.4
31442;"BW-M";"BCS-M";2005;2;1;"1";"0";360;66800;3;4;3
31442;"BW-Pa";"BCS-Pa";2005;2;1;"1";"40";400;68900;3.5;4;3.5
31443;"BW-M";"BCS-M";2005;1;2;"3";"0";0;56500;3.2;3.5;3.2
31443;"BW-Pa";"BCS-Pa";2005;1;2;"3";"40";40;55100;3.3;3.5;3.3
31446;"BW-M";"BCS-M";2004;1;1;"1";"0";0;38400;2.9;3.5;2.9
31446;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.9;3.5;2.9
31447;"BW-M";"BCS-M";2005;1;2;"4";"0";0;45900;2.7;3.5;2.7
31447;"BW-Pa";"BCS-Pa";2005;1;2;"4";"40";40;48300;2.9;3.5;2.9
31448;"BW-M";"BCS-M";2005;1;2;"1";"0";0;51200;3;3.5;3
31454;"BW-M";"BCS-M";2005;1;2;"3";"0";0;60000;2.8;3.5;2.8
31454;"BW-Pa";"BCS-Pa";2005;1;2;"3";"40";40;62500;3.1;3.5;3.1
31458;"BW-M";"BCS-M";2005;1;2;"3";"0";0;49500;2.6;3.5;2.6
31458;"BW-Pa";"BCS-Pa";2005;1;2;"3";"40";40;49900;2.6;3.5;2.6
31466;"BW-M";"BCS-M";2004;1;1;"1";"0";0;37400;2.8;3.5;2.8
31466;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.8;3.5;2.8
31471;"BW-M";"BCS-M";2005;2;1;"4";"0";360;63600;2.7;3.5;2.7
31471;"BW-Pa";"BCS-Pa";2005;2;1;"4";"40";400;63900;3.2;3.5;3.2
31473;"BW-M";"BCS-M";2004;1;1;"2";"0";0;35900;2.7;3.5;2.7
31473;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.8;3.5;2.8
31473;"BW-Pb";"BCS-Pb";2004;1;1;"2";"80";80;NA;2.6;3.5;2.6
31474;"BW-M";"BCS-M";2004;1;1;"2";"0";0;34700;2.6;3.5;2.6
31474;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.7;3.5;2.7
31479;"BW-M";"BCS-M";2004;1;1;"1";"0";0;36200;2.6;3.5;2.6
31479;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.7;3.5;2.7
31479;"BW-Pb";"BCS-Pb";2004;1;1;"1";"80";80;NA;2.7;3.5;2.7
31494;"BW-M";"BCS-M";2005;1;2;"4";"0";0;48100;2.6;3.5;2.6
31500;"BW-M";"BCS-M";2005;2;1;"2";"0";360;72600;2.9;3.5;2.9
31500;"BW-Pa";"BCS-Pa";2005;2;1;"2";"40";400;70300;3.1;3.5;3.1
31504;"BW-M";"BCS-M";2004;1;1;"1";"0";0;35600;2.8;3.5;2.8
31504;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.7;3.5;2.7
31520;"BW-M";"BCS-M";2005;1;2;"2";"0";0;56600;2.8;4;2.8
31520;"BW-Pa";"BCS-Pa";2005;1;2;"2";"40";40;59900;3.4;4;3.4
31526;"BW-M";"BCS-M";2005;1;2;"2";"0";0;48900;3.1;3.5;3.1
31534;"BW-M";"BCS-M";2005;1;2;"3";"0";0;58400;2.7;4;2.7
31534;"BW-Pa";"BCS-Pa";2005;1;2;"3";"40";40;60200;3.4;4;3.4
31534;"BW-Pb";"BCS-Pb";2005;1;2;"3";"80";80;68200;2.8;4;2.8
31538;"BW-M";"BCS-M";2005;1;2;"2";"0";0;49200;2.7;3.5;2.7
31538;"BW-Pa";"BCS-Pa";2005;1;2;"2";"40";40;48400;2.7;3.5;2.7
31539;"BW-M";"BCS-M";2006;2;2;"4";"0";360;56900;3.2;3.5;3.2
31540;"BW-M";"BCS-M";2006;2;2;"4";"0";360;76000;3.5;4;3.5
31549;"BW-M";"BCS-M";2005;1;2;"2";"0";0;54900;2.9;3.5;2.9
31563;"BW-M";"BCS-M";2005;1;2;"3";"0";0;62100;3;3.5;3
31565;"BW-M";"BCS-M";2005;1;2;"4";"0";0;53500;2.7;3.5;2.7
31567;"BW-M";"BCS-M";2005;1;2;"3";"0";0;57000;3;3.5;3
31575;"BW-M";"BCS-M";2005;1;2;"3";"0";0;57800;2.8;3.5;2.8
31575;"BW-Pa";"BCS-Pa";2005;1;2;"3";"40";40;56900;3;3.5;3
31575;"BW-Pb";"BCS-Pb";2005;1;2;"3";"80";80;62100;2.8;3.5;2.8
31578;"BW-M";"BCS-M";2005;2;1;"3";"0";360;52100;2.5;3.5;2.5
31578;"BW-Pa";"BCS-Pa";2005;2;1;"3";"40";400;54800;3.1;3.5;3.1
31580;"BW-M";"BCS-M";2005;2;1;"1";"0";360;65600;2.9;3.5;2.9
31580;"BW-Pa";"BCS-Pa";2005;2;1;"1";"40";400;63200;2.9;3.5;2.9
31583;"BW-M";"BCS-M";2004;1;1;"2";"0";0;35100;2.8;3.5;2.8
31583;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;3;3.5;3
31583;"BW-Pb";"BCS-Pb";2004;1;1;"2";"80";80;NA;2.9;3.5;2.9
31585;"BW-M";"BCS-M";2005;1;2;"3";"0";0;52900;2.6;3.5;2.6
31587;"BW-M";"BCS-M";2005;2;1;"4";"0";360;63000;2.4;3.5;2.4
31587;"BW-Pa";"BCS-Pa";2005;2;1;"4";"40";400;65000;2.7;3.5;2.7
31591;"BW-M";"BCS-M";2005;2;1;"2";"0";360;65000;2.4;3.5;2.4
31598;"BW-M";"BCS-M";2004;1;1;"2";"0";0;38000;2.6;3.5;2.6
31598;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.7;3.5;2.7
31600;"BW-M";"BCS-M";2004;1;1;"1";"0";0;35900;2.7;4;2.7
31600;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;3.1;4;3.1
31600;"BW-Pb";"BCS-Pb";2004;1;1;"1";"80";80;NA;2.8;4;2.8
31604;"BW-M";"BCS-M";2005;1;2;"1";"0";0;52500;2.4;3.5;2.4
31608;"BW-M";"BCS-M";2005;2;1;"4";"0";360;65300;3.1;3.5;3.1
31610;"BW-M";"BCS-M";2005;2;1;"1";"0";360;62900;3.3;4;3.3
31610;"BW-Pa";"BCS-Pa";2005;2;1;"1";"40";400;60800;3.4;4;3.4
31625;"BW-M";"BCS-M";2005;1;2;"3";"0";0;51100;2.9;4;2.9
31625;"BW-Pa";"BCS-Pa";2005;1;2;"3";"40";40;50400;3.4;4;3.4
31630;"BW-M";"BCS-M";2005;2;1;"3";"0";360;56300;2.9;3.5;2.9
31630;"BW-Pa";"BCS-Pa";2005;2;1;"3";"40";400;59300;2.9;3.5;2.9
31633;"BW-M";"BCS-M";2004;1;1;"2";"0";0;34700;2.8;3.5;2.8
31633;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.9;3.5;2.9
31640;"BW-M";"BCS-M";2005;1;2;"1";"0";0;55300;2.9;3.5;2.9
31640;"BW-Pa";"BCS-Pa";2005;1;2;"1";"40";40;56700;3.1;3.5;3.1
31641;"BW-M";"BCS-M";2005;2;1;"4";"0";360;61200;3.1;3.5;3.1
31641;"BW-Pa";"BCS-Pa";2005;2;1;"4";"40";400;59500;3.2;3.5;3.2
31642;"BW-M";"BCS-M";2004;1;1;"1";"0";0;34600;3.2;4;3.2
31642;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;3.2;4;3.2
31642;"BW-Pb";"BCS-Pb";2004;1;1;"1";"80";80;NA;3.1;4;3.1
31649;"BW-M";"BCS-M";2005;1;2;"3";"0";0;59600;2.9;3.5;2.9
31649;"BW-Pa";"BCS-Pa";2005;1;2;"3";"40";40;61400;3.1;3.5;3.1
31651;"BW-M";"BCS-M";2006;2;2;"4";"0";360;61600;3.2;3.5;3.2
31653;"BW-M";"BCS-M";2005;1;2;"3";"0";0;56200;2.5;3.5;2.5
31653;"BW-Pa";"BCS-Pa";2005;1;2;"3";"40";40;56400;2.6;3.5;2.6
31655;"BW-M";"BCS-M";2005;1;2;"1";"0";0;53900;2.8;3.5;2.8
31657;"BW-M";"BCS-M";2004;1;1;"2";"0";0;36700;2.8;3.5;2.8
31657;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.8;3.5;2.8
31657;"BW-Pb";"BCS-Pb";2004;1;1;"2";"80";80;NA;2.8;3.5;2.8
31658;"BW-M";"BCS-M";2005;2;1;"3";"0";360;63900;3;3.5;3
31660;"BW-M";"BCS-M";2005;1;2;"2";"0";0;59800;3;4;3
31660;"BW-Pa";"BCS-Pa";2005;1;2;"2";"40";40;61100;3.1;4;3.1
31660;"BW-Pb";"BCS-Pb";2005;1;2;"2";"80";80;66100;2.9;4;2.9
31662;"BW-M";"BCS-M";2005;2;1;"4";"0";360;68900;2.5;3.5;2.5
31662;"BW-Pa";"BCS-Pa";2005;2;1;"4";"40";400;70500;2.9;3.5;2.9
31665;"BW-M";"BCS-M";2004;1;1;"2";"0";0;34900;2.9;3.5;2.9
31665;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.9;3.5;2.9
31676;"BW-M";"BCS-M";2005;1;2;"2";"0";0;53300;2.6;3.5;2.6
31677;"BW-M";"BCS-M";2005;2;1;"1";"0";360;54600;2.9;3.5;2.9
31679;"BW-M";"BCS-M";2005;1;2;"2";"0";0;58900;3.2;4;3.2
31679;"BW-Pa";"BCS-Pa";2005;1;2;"2";"40";40;60800;3.3;4;3.3
31689;"BW-M";"BCS-M";2004;1;1;"2";"0";0;49300;3;3.5;3
31689;"BW-Pa";"BCS-Pa";2004;1;1;"2";"40";40;NA;2.9;3.5;2.9
31691;"BW-M";"BCS-M";2005;1;2;"1";"0";0;59900;3.3;3.5;3.3
31696;"BW-M";"BCS-M";2005;1;2;"3";"0";0;57600;2.5;3.5;2.5
31697;"BW-M";"BCS-M";2004;1;1;"1";"0";0;38000;2.8;3.5;2.8
31697;"BW-Pa";"BCS-Pa";2004;1;1;"1";"40";40;NA;2.9;3.5;2.9
31697;"BW-Pb";"BCS-Pb";2004;1;1;"1";"80";80;NA;2.5;3.5;2.5
31706;"BW-M";"BCS-M";2005;1;2;"4";"0";0;60500;2.7;3.5;2.7
31706;"BW-Pa";"BCS-Pa";2005;1;2;"4";"40";40;55900;2.6;3.5;2.6
31706;"BW-Pb";"BCS-Pb";2005;1;2;"4";"80";80;71100;2.8;3.5;2.8
31710;"BW-M";"BCS-M";2005;1;2;"1";"0";0;54500;2.6;3.5;2.6
31714;"BW-M";"BCS-M";2005;1;2;"2";"0";0;53100;2.7;3.5;2.7
31714;"BW-Pa";"BCS-Pa";2005;1;2;"2";"40";40;52600;3.3;3.5;3.3
41002;"BW-M";"BCS-M";2005;1;1;"2";"0";0;45200;2.9;3.5;2.9
41002;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;50500;2.7;3.5;2.7
41006;"BW-M";"BCS-M";2006;1;2;"4";"0";0;46700;2.8;3.5;2.8
41007;"BW-M";"BCS-M";2006;1;2;"4";"0";0;44600;2.8;3.5;2.8
41008;"BW-M";"BCS-M";2005;1;1;"1";"0";0;51000;3.1;4;3.1
41008;"BW-Pa";"BCS-Pa";2005;1;1;"1";"40";40;58000;3.4;4;3.4
41008;"BW-Pb";"BCS-Pb";2005;1;1;"1";"80";80;64100;3.1;4;3.1
41016;"BW-M";"BCS-M";2005;1;1;"1";"0";0;43400;2.8;3.5;2.8
41016;"BW-Pa";"BCS-Pa";2005;1;1;"1";"40";40;49000;2.9;3.5;2.9
41016;"BW-Pb";"BCS-Pb";2005;1;1;"1";"80";80;55600;2.9;3.5;2.9
41019;"BW-M";"BCS-M";2005;1;1;"2";"0";0;43900;3.3;3.5;3.3
41019;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;47900;3.3;3.5;3.3
41027;"BW-M";"BCS-M";2005;1;1;"1";"0";0;45800;2.8;3.5;2.8
41027;"BW-Pa";"BCS-Pa";2005;1;1;"1";"40";40;46900;2.9;3.5;2.9
41030;"BW-M";"BCS-M";2005;1;1;"2";"0";0;39400;3.3;3.5;3.3
41036;"BW-M";"BCS-M";2005;1;1;"2";"0";0;44500;3.3;4;3.3
41036;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;49200;3.4;4;3.4
41039;"BW-M";"BCS-M";2006;1;2;"4";"0";0;55800;3.5;4;3.5
41044;"BW-M";"BCS-M";2005;1;1;"1";"0";0;43000;3.3;3.5;3.3
41044;"BW-Pa";"BCS-Pa";2005;1;1;"1";"40";40;44800;3.3;3.5;3.3
41047;"BW-M";"BCS-M";2005;1;1;"2";"0";0;42900;3.6;4;3.6
41047;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;49300;3.8;4;3.8
41054;"BW-M";"BCS-M";2005;1;1;"2";"0";0;38000;2.8;3.5;2.8
41054;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;42100;2.8;3.5;2.8
41058;"BW-M";"BCS-M";2005;1;1;"2";"0";0;42900;3;3.5;3
41058;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;52000;3.2;3.5;3.2
41058;"BW-Pb";"BCS-Pb";2005;1;1;"2";"80";80;55600;3;3.5;3
41070;"BW-M";"BCS-M";2006;1;2;"2";"0";0;56200;3;3.5;3
41074;"BW-M";"BCS-M";2005;1;1;"2";"0";0;42700;2.8;3.5;2.8
41074;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;48200;2.9;3.5;2.9
41077;"BW-M";"BCS-M";2005;1;1;"2";"0";0;42100;2.9;3.5;2.9
41077;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;46800;2.9;3.5;2.9
41078;"BW-M";"BCS-M";2005;1;1;"2";"0";0;39000;2.8;3.5;2.8
41078;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;44000;2.9;3.5;2.9
41079;"BW-M";"BCS-M";2006;2;1;"3";"0";360;60300;2.9;3.5;2.9
41113;"BW-M";"BCS-M";2005;1;1;"2";"0";0;37100;3.1;4;3.1
41113;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;42100;3.6;4;3.6
41113;"BW-Pb";"BCS-Pb";2005;1;1;"2";"80";80;46200;3.2;4;3.2
41118;"BW-M";"BCS-M";2005;1;1;"2";"0";0;49900;3.5;4;3.5
41118;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;56900;3.6;4;3.6
41119;"BW-M";"BCS-M";2005;1;1;"2";"0";0;43600;3.5;4;3.5
41119;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;50000;3.4;4;3.4
41124;"BW-M";"BCS-M";2005;1;1;"1";"0";0;35400;3.1;3.5;3.1
41124;"BW-Pa";"BCS-Pa";2005;1;1;"1";"40";40;39700;3.2;3.5;3.2
41128;"BW-M";"BCS-M";2005;1;1;"2";"0";0;38800;3.2;3.5;3.2
41128;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;40400;3;3.5;3
41129;"BW-M";"BCS-M";2005;1;1;"2";"0";0;45500;3.1;3.5;3.1
41129;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;52500;3.2;3.5;3.2
41131;"BW-M";"BCS-M";2005;1;1;"2";"0";0;38600;2.9;3.5;2.9
41131;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;45400;2.9;3.5;2.9
41132;"BW-M";"BCS-M";2005;1;1;"2";"0";0;41700;3;3.5;3
41132;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;46900;3;3.5;3
41132;"BW-Pb";"BCS-Pb";2005;1;1;"2";"80";80;56100;2.9;3.5;2.9
41133;"BW-M";"BCS-M";2006;1;2;"1";"0";0;46100;2.8;3.5;2.8
41133;"BW-Pa";"BCS-Pa";2006;1;2;"1";"40";40;48900;2.9;3.5;2.9
41135;"BW-M";"BCS-M";2006;2;1;"2";"0";360;65800;3.2;3.5;3.2
41143;"BW-M";"BCS-M";2005;1;1;"2";"0";0;40600;3.3;3.5;3.3
41143;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;43600;3.3;3.5;3.3
41149;"BW-M";"BCS-M";2005;1;1;"2";"0";0;42000;3.2;3.5;3.2
41149;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;47000;3.3;3.5;3.3
41156;"BW-M";"BCS-M";2006;2;1;"3";"0";360;62900;3.1;3.5;3.1
41157;"BW-M";"BCS-M";2005;1;1;"2";"0";0;37600;3.2;3.5;3.2
41157;"BW-Pa";"BCS-Pa";2005;1;1;"2";"40";40;42400;2.9;3.5;2.9
41161;"BW-M";"BCS-M";2005;1;1;"1";"0";0;39500;3;3.5;3
41161;"BW-Pa";"BCS-Pa";2005;1;1;"1";"40";40;43600;3;3.5;3
