"ID","ID2","ID3","kb1","kb2","kb3","kp1","kp2","kp3"
21243,21243,21243,0.00398937069700186,0.00371465075559428,0.00360600907511645,0.00664878491309964,0.00581228328310743,0.00486371704482045
21248,21248,21248,0.0026849736238958,0.00332840209061733,0.00355187664374936,0.0048398238388426,0.00655358164565121,0.00488739883301473
21256,21256,21256,0.00389410604907667,0.00336776931460818,0.00285397480692746,0.00556853773950961,0.00522261770443003,0.00463688175904033
21262,21262,21262,0.00199907903571284,NA,NA,0.00345910069715564,NA,NA
21274,21274,21274,0.0026918701915463,0.00372757965858663,0.00286512284376832,0.00733485019259748,0.00790324669829604,0.00721303821220657
21275,21275,21275,0.00334251714079049,0.00319790289525914,0.00361245390413768,0.00607912748421335,0.00806411479551034,0.00573258875971235
21281,21281,21281,0.00318947309385496,0.00335540374134709,0.00243020019868307,0.00619338270987698,0.00593420224740736,0.00539926113457651
21285,21285,21285,0.00175584400496602,NA,NA,0.00489966802835119,NA,NA
21286,21286,21286,0.00315967479812561,0.0075790589716412,0.00290822664212585,0.00482427792608581,0.00723310048982999,0.00300430804894207
21289,21289,21289,0.00204952023904389,NA,NA,0.00412513853963808,NA,NA
21290,21290,21290,0.00417417769126259,0.00446143493553434,0.00405864629636627,0.00595545814421408,0.00281476657135026,0.00375735725360719
