"ID","i","parity","kb","kp","tb","te","BCSm","Pmax","opt"
41070,260,1,0.00470581100749665,0.00297638425558122,15,330,3.5,2,0.128567633699238
41070,260,2,NA,NA,NA,NA,3.5,2,0.128567633699238
41070,260,3,NA,NA,NA,NA,3.5,2,0.128567633699238
41074,261,1,0.00305251154063982,0.00377334301181673,31,254,3.5,2,0.446061777863622
41074,261,2,0.00288649005275652,0.00328997805968963,432,594,3.5,2,0.446061777863622
41074,261,3,NA,NA,NA,NA,3.5,2,0.446061777863622
41077,262,1,0.00290010113992285,0.0042637254997151,19,213,3.5,2,0.387552638436944
41077,262,2,0.00352947025645586,0.00344300366680706,387,670,3.5,2,0.387552638436944
41077,262,3,NA,NA,NA,NA,3.5,2,0.387552638436944
41078,263,1,0.0022254428951149,0.00305823424244232,34,278,3.5,2,0.386775518158881
41078,263,2,0.00223125750846095,0.00300801776167293,399,501,3.5,2,0.386775518158881
41078,263,3,NA,NA,NA,NA,3.5,2,0.386775518158881
41079,264,1,NA,NA,NA,NA,3.5,2,0.281674210848567
41079,264,2,0.00363669379899947,0.00287964900296472,360,588,3.5,2,0.281674210848567
41079,264,3,NA,NA,NA,NA,3.5,2,0.281674210848567
41113,265,1,0.00296660176743494,0.00818981989537898,37,230,4,2,0.802467962498447
41113,265,2,0.00397514497511619,0.00779913098584306,424,607,4,2,0.802467962498447
41113,265,3,0.00401534166326622,0.0068041425723973,804,1030,4,2,0.802467962498447
41118,266,1,0.00221699485843382,0.00534192781693771,20,295,4,2,0.343327649615424
41118,266,2,0.00287017764633206,0.00429946111026305,423,536,4,2,0.343327649615424
41118,266,3,NA,NA,NA,NA,4,2,0.343327649615424
41119,267,1,0.00273760160972302,0.00471532032829921,7,285,4,2,0.428114118248181
41119,267,2,0.00257894507837386,0.00388884125702302,410,670,4,2,0.428114118248181
41119,267,3,NA,NA,NA,NA,4,2,0.428114118248181
41124,268,1,0.00279778446983751,0.00371678555672822,94,289,3.5,2,0.540880979535191
41124,268,2,0.00293547592431755,0.00290777433770798,404,514,3.5,2,0.540880979535191
41124,268,3,NA,NA,NA,NA,3.5,2,0.540880979535191
41128,269,1,0.00227162554896684,0.00446721074399955,0,217,3.5,2,0.427985295707139
41128,269,2,0.00365804689537932,0.00438497491296107,426,571,3.5,2,0.427985295707139
41128,269,3,NA,NA,NA,NA,3.5,2,0.427985295707139
41129,270,1,0.00348462293711514,0.00550761093250199,22,274,3.5,2,0.475348625753528
41129,270,2,0.00374117674282212,0.00471320922511137,390,498,3.5,2,0.475348625753528
41129,270,3,NA,NA,NA,NA,3.5,2,0.475348625753528
41131,271,1,0.00234261462832335,0.00301095240104275,17,257,3.5,2,0.339231780177018
41131,271,2,0.00233514507416775,0.00304954265447578,467,573,3.5,2,0.339231780177018
41131,271,3,NA,NA,NA,NA,3.5,2,0.339231780177018
41132,272,1,0.00338055271743205,0.00591027764406254,20,241,3.5,2,0.606519790641289
41132,272,2,0.00336270571078247,0.00550279852678176,404,521,3.5,2,0.606519790641289
41132,272,3,0.00318689396658898,0.00440739363127949,799,989,3.5,2,0.606519790641289
41133,273,1,0.00378313503636228,0.00488829455620924,41,209,3.5,2,0.37557007516361
41133,273,2,0.00382332735517994,0.00329257187042984,433,670,3.5,2,0.37557007516361
41133,273,3,NA,NA,NA,NA,3.5,2,0.37557007516361
41135,274,1,NA,NA,NA,NA,3.5,2,0.121068695880033
41135,274,2,0.00467744690413354,0.00185890371811518,375,531,3.5,2,0.121068695880033
41135,274,3,NA,NA,NA,NA,3.5,2,0.121068695880033
41143,275,1,0.00425185270062634,0.00532503977862067,13,278,3.5,2,0.469929241241415
41143,275,2,0.00281361605432914,0.00410091352752603,431,578,3.5,2,0.469929241241415
41143,275,3,NA,NA,NA,NA,3.5,2,0.469929241241415
41149,276,1,0.00339578921882912,0.00458745387409695,22,181,3.5,2,0.347668549560126
41149,276,2,0.00517586317272883,0.00265396899263026,361,670,3.5,2,0.347668549560126
41149,276,3,NA,NA,NA,NA,3.5,2,0.347668549560126
41156,277,1,NA,NA,NA,NA,3.5,2,0.174710417689944
41156,277,2,0.00376911649213044,0.00301113661708482,387,670,3.5,2,0.174710417689944
41156,277,3,NA,NA,NA,NA,3.5,2,0.174710417689944
41157,278,1,0.0033919847029187,0.00515084787938429,0,186,3.5,2,0.254214596765375
41157,278,2,0.00360280350180509,0.00324863374060249,360,563,3.5,2,0.254214596765375
41157,278,3,NA,NA,NA,NA,3.5,2,0.254214596765375
41161,279,1,0.00302370147703165,0.00440338196767506,17,291,3.5,2,0.325610613161908
41161,279,2,0.00284683609234523,0.00390931946327906,404,528,3.5,2,0.325610613161908
41161,279,3,NA,NA,NA,NA,3.5,2,0.325610613161908
41173,280,1,NA,NA,NA,NA,3.5,2,0.191547278765859
41173,280,2,0.00455101199433146,0.00573785353572511,436,569,3.5,2,0.191547278765859
41173,280,3,NA,NA,NA,NA,3.5,2,0.191547278765859
41175,281,1,0.00433797058867829,0.00532301320014301,59,199,3.5,2,0.435900989405114
41175,281,2,0.00370322108484581,0.00404004717458199,360,580,3.5,2,0.435900989405114
41175,281,3,0.00289179453106333,0.00433590955143923,798,936,3.5,2,0.435900989405114
41176,282,1,NA,NA,NA,NA,3.5,2,0.421529554452347
41176,282,2,0.00435095386332226,0.00374874237756555,360,631,3.5,2,0.421529554452347
41176,282,3,0.00217223435110836,0.00410961436806456,761,909,3.5,2,0.421529554452347
41181,283,1,0.00378702062059951,0.00295512338708535,0,269,3.5,2,0.602626593321744
41181,283,2,0.00294422466064952,0.00364552145055572,413,570,3.5,2,0.602626593321744
41181,283,3,NA,NA,NA,NA,3.5,2,0.602626593321744
41183,284,1,0.00240833722981684,0.00304325651486875,17,259,3.5,2,0.313574286617174
41183,284,2,0.00240964182865275,0.00300114695670323,477,583,3.5,2,0.313574286617174
41183,284,3,NA,NA,NA,NA,3.5,2,0.313574286617174
41189,285,1,0.00209448116733766,0.00299971598847494,95,310,3.5,2,0.192482277612101
41189,285,2,NA,NA,NA,NA,3.5,2,0.192482277612101
41189,285,3,NA,NA,NA,NA,3.5,2,0.192482277612101
41192,286,1,0.00348025796289295,0.00283727779842829,43,310,3.5,2,0.329168462657485
41192,286,2,NA,NA,NA,NA,3.5,2,0.329168462657485
41192,286,3,NA,NA,NA,NA,3.5,2,0.329168462657485
41193,287,1,0.00457660479695375,0.004147522051855,22,276,3.5,2,0.407010137524509
41193,287,2,0.00356001387633473,0.00379880229294269,399,518,3.5,2,0.407010137524509
41193,287,3,NA,NA,NA,NA,3.5,2,0.407010137524509
41196,288,1,0.00253757356106081,0.00436253381875574,31,287,3.5,2,0.362600285355028
41196,288,2,0.00310636832191299,0.00357000456573061,487,570,3.5,2,0.362600285355028
41196,288,3,NA,NA,NA,NA,3.5,2,0.362600285355028
41197,289,1,0.00417731340939344,0.00688731227599861,29,162,3.5,2,0.603192190608098
41197,289,2,0.00395924209062056,0.0060416740140718,402,553,3.5,2,0.603192190608098
41197,289,3,0.00244739301025565,0.00601121459413047,774,913,3.5,2,0.603192190608098
41199,290,1,0.00158434374011113,0.0104005301063537,19,195,4,2,0.540280387889979
41199,290,2,0.00481286865438492,0.00845508054636899,490,554,4,2,0.540280387889979
41199,290,3,NA,NA,NA,NA,4,2,0.540280387889979
41205,291,1,0.00342870461522694,0.00297947793193864,33,172,3.5,2,0.145786806133927
41205,291,2,NA,NA,NA,NA,3.5,2,0.145786806133927
41205,291,3,NA,NA,NA,NA,3.5,2,0.145786806133927
41212,292,1,0.00231281802423355,0.00544990765606222,28,263,4,2,0.473154365951803
41212,292,2,0.00230005174263207,0.00516045306206033,402,521,4,2,0.473154365951803
41212,292,3,NA,NA,NA,NA,4,2,0.473154365951803
41213,293,1,0.00173466280238946,0.00702172232748799,28,253,4,2,0.673857886158705
41213,293,2,0.00315241460680844,0.00668647268525494,395,491,4,2,0.673857886158705
41213,293,3,NA,NA,NA,NA,4,2,0.673857886158705
41218,294,1,NA,NA,NA,NA,3.5,2,0.258124580972708
41218,294,2,0.00692124010605345,0.0068088140201588,382,670,3.5,2,0.258124580972708
41218,294,3,NA,NA,NA,NA,3.5,2,0.258124580972708
41222,295,1,NA,NA,NA,NA,3.5,2,0.504527728548845
41222,295,2,0.00510637126296333,0.00517886600536482,425,556,3.5,2,0.504527728548845
41222,295,3,NA,NA,NA,NA,3.5,2,0.504527728548845
41226,296,1,NA,NA,NA,NA,3.5,2,0.256195195758823
41226,296,2,0.00389404579137666,0.00286146845709126,477,670,3.5,2,0.256195195758823
41226,296,3,NA,NA,NA,NA,3.5,2,0.256195195758823
41230,297,1,0.00260120594502329,0.0030576929582476,27,280,3.5,2,0.262949954812792
41230,297,2,0.00261053493024561,0.00299993483951789,462,604,3.5,2,0.262949954812792
41230,297,3,NA,NA,NA,NA,3.5,2,0.262949954812792
41234,298,1,0.00218247605557603,0.00415441047777966,33,228,3.5,2,0.276167487085128
41234,298,2,NA,NA,NA,NA,3.5,2,0.276167487085128
41234,298,3,NA,NA,NA,NA,3.5,2,0.276167487085128
41247,299,1,0.0022578304197585,0.00400784719612196,0,218,3.5,2,0.438725224250196
41247,299,2,0.00311333666077089,0.00290657499643861,520,604,3.5,2,0.438725224250196
41247,299,3,NA,NA,NA,NA,3.5,2,0.438725224250196
41255,300,1,0.00262938894318145,0.00301150954689651,0,280,3.5,2,0.319127472410559
41255,300,2,0.00263220987893466,0.0029989237597574,462,574,3.5,2,0.319127472410559
41255,300,3,NA,NA,NA,NA,3.5,2,0.319127472410559
41259,301,1,0.00256493301303219,0.00335582723364021,31,282,3.5,2,0.414741044390428
41259,301,2,0.00258916558361753,0.00314113681630277,398,504,3.5,2,0.414741044390428
41259,301,3,NA,NA,NA,NA,3.5,2,0.414741044390428
41264,302,1,0.00300599981457803,0.00545246485888088,47,215,3.5,2,0.36631043424209
41264,302,2,0.00313300288720694,0.00377395424732611,490,590,3.5,2,0.36631043424209
41264,302,3,NA,NA,NA,NA,3.5,2,0.36631043424209
41268,303,1,0.00261983673328015,0.00301817331983027,0,230,3.5,2,0.43999113783938
41268,303,2,0.00262203583973054,0.00299466990462771,397,509,3.5,2,0.43999113783938
41268,303,3,NA,NA,NA,NA,3.5,2,0.43999113783938
41272,304,1,0.0031822986573672,0.00511193572004395,49,214,3.5,2,0.332140396195248
41272,304,2,0.00308603197463648,0.00331059847210219,399,526,3.5,2,0.332140396195248
41272,304,3,NA,NA,NA,NA,3.5,2,0.332140396195248
41273,305,1,0.00302278210377836,0.00306395711352407,0,215,3.5,2,0.179778747437532
41273,305,2,NA,NA,NA,NA,3.5,2,0.179778747437532
41273,305,3,NA,NA,NA,NA,3.5,2,0.179778747437532
41274,306,1,0.00309700453532433,0.00442658719344053,79,211,3.5,2,0.193483012148382
41274,306,2,NA,NA,NA,NA,3.5,2,0.193483012148382
41274,306,3,NA,NA,NA,NA,3.5,2,0.193483012148382
41275,307,1,0.00228996968177474,0.003210730510863,19,260,3.5,2,0.244203088556435
41275,307,2,0.00228245468366878,0.00303936575927639,421,586,3.5,2,0.244203088556435
41275,307,3,NA,NA,NA,NA,3.5,2,0.244203088556435
41277,308,1,0.00277309873035183,0.0030237622936667,12,189,3.5,2,0.140934997423859
41277,308,2,NA,NA,NA,NA,3.5,2,0.140934997423859
41277,308,3,NA,NA,NA,NA,3.5,2,0.140934997423859
41278,309,1,0.00228751607144415,0.00594140642218183,27,305,4,2,0.637010908585444
41278,309,2,0.00228724542843378,0.00573816106503244,408,538,4,2,0.637010908585444
41278,309,3,NA,NA,NA,NA,4,2,0.637010908585444
41279,310,1,NA,NA,NA,NA,3.5,2,0.172837927668367
41279,310,2,0,0,365,670,3.5,2,0.172837927668367
41279,310,3,NA,NA,NA,NA,3.5,2,0.172837927668367
41292,312,1,0.00230120859579076,0.00362670569365067,52,239,3.5,2,0.282086530445751
41292,312,2,0.00217291594500156,0.00335191441390486,441,576,3.5,2,0.282086530445751
41292,312,3,NA,NA,NA,NA,3.5,2,0.282086530445751
41305,313,1,NA,NA,NA,NA,4,2,0.355583467771906
41305,313,2,0.00258678936595779,0.00600388365374529,383,494,4,2,0.355583467771906
41305,313,3,0.00508458046895583,0.00288991542364491,884,1050,4,2,0.355583467771906
41311,314,1,NA,NA,NA,NA,3.5,2,0.207565994827407
41311,314,2,0.00205315724436568,0.00376889977566898,393,564,3.5,2,0.207565994827407
41311,314,3,NA,NA,NA,NA,3.5,2,0.207565994827407
41321,315,1,NA,NA,NA,NA,3.5,2,0.277019544575673
41321,315,2,0.002,0.003,396,670,3.5,2,0.277019544575673
41321,315,3,NA,NA,NA,NA,3.5,2,0.277019544575673
41338,316,1,0.00200222696822317,0.00409891616859955,0,123,3.5,2,0.141849261648272
41338,316,2,NA,NA,NA,NA,3.5,2,0.141849261648272
41338,316,3,NA,NA,NA,NA,3.5,2,0.141849261648272
41344,317,1,0.00426751706011521,0.00650669853172196,28,257,3.5,2,0.446214901927938
41344,317,2,0.00295967565634266,0.00380913106814173,414,670,3.5,2,0.446214901927938
41344,317,3,NA,NA,NA,NA,3.5,2,0.446214901927938
41359,318,1,0.00249859587502271,0.00299850121480454,31,267,3.5,2,0.39064451122628
41359,318,2,NA,NA,NA,NA,3.5,2,0.39064451122628
41359,318,3,NA,NA,NA,NA,3.5,2,0.39064451122628
41370,319,1,0.00210072795053651,0.00394922966658604,18,305,4,2,0.606789280947744
41370,319,2,0.00204092524759691,0.00390834751155243,420,519,4,2,0.606789280947744
41370,319,3,NA,NA,NA,NA,4,2,0.606789280947744
41373,320,1,0.002,0.003,0,216,3.5,2,0.447876409057172
41373,320,2,0.002,0.003,383,485,3.5,2,0.447876409057172
41373,320,3,NA,NA,NA,NA,3.5,2,0.447876409057172
41379,321,1,0.00215471624199823,0.00436113995187438,22,132,3.5,2,0.2919580633571
41379,321,2,0.00345957688013201,0.00294511485712824,461,588,3.5,2,0.2919580633571
41379,321,3,NA,NA,NA,NA,3.5,2,0.2919580633571
41386,322,1,0.00212547432950097,0.0031445273981701,60,232,3.5,2,0.267022330758321
41386,322,2,0.00211674865665582,0.00301614141050427,393,534,3.5,2,0.267022330758321
41386,322,3,NA,NA,NA,NA,3.5,2,0.267022330758321
41387,323,1,0.00366102130211004,0.00586632804860428,26,245,3.5,2,0.64133351168599
41387,323,2,0.00364235186960246,0.006050012838032,417,546,3.5,2,0.64133351168599
41387,323,3,0.00293032098022657,0.00493179342385844,796,969,3.5,2,0.64133351168599
41389,324,1,0.00310555771219014,0.00309409269140266,28,330,3.5,2,0.217091880572907
41389,324,2,NA,NA,NA,NA,3.5,2,0.217091880572907
41389,324,3,NA,NA,NA,NA,3.5,2,0.217091880572907
41390,325,1,NA,NA,NA,NA,3.5,2,0.188729392325092
41390,325,2,0.00710892662021269,0.00600782188633452,364,670,3.5,2,0.188729392325092
41390,325,3,NA,NA,NA,NA,3.5,2,0.188729392325092
41392,326,1,0.00229825115964613,0.00340628959100551,0,283,3.5,2,0.272860046170644
41392,326,2,0.00228227734792913,0.0030696211728525,408,670,3.5,2,0.272860046170644
41392,326,3,NA,NA,NA,NA,3.5,2,0.272860046170644
41393,327,1,0.00226835602226042,0.00348043317378655,33,231,3.5,2,0.292653164408114
41393,327,2,0.00229164077952471,0.00307201809681823,423,572,3.5,2,0.292653164408114
41393,327,3,NA,NA,NA,NA,3.5,2,0.292653164408114
41399,328,1,NA,NA,NA,NA,3.5,2,0.291260238620023
41399,328,2,0.00441395102571169,0.0056982086539892,443,568,3.5,2,0.291260238620023
41399,328,3,NA,NA,NA,NA,3.5,2,0.291260238620023
41407,329,1,0.00214655092485474,0.00394232605278537,23,230,3.5,2,0.159432320200927
41407,329,2,NA,NA,NA,NA,3.5,2,0.159432320200927
41407,329,3,NA,NA,NA,NA,3.5,2,0.159432320200927
41413,330,1,0.00243822815229346,0.00401283661372261,39,262,3.5,2,0.346923639566777
41413,330,2,0.0028311936170761,0.00335081559457398,426,572,3.5,2,0.346923639566777
41413,330,3,NA,NA,NA,NA,3.5,2,0.346923639566777
41414,331,1,0.00451038179771885,0.00419390030941519,0,229,3.5,2,0.557518591411054
41414,331,2,0.00647535252989965,0.0054593052095544,470,608,3.5,2,0.557518591411054
41414,331,3,0.00243806580629108,0.00461084508743493,743,940,3.5,2,0.557518591411054
41418,332,1,0.00328971029774271,0.00301572191970747,35,310,3.5,2,0.469119626160001
41418,332,2,NA,NA,NA,NA,3.5,2,0.469119626160001
41418,332,3,NA,NA,NA,NA,3.5,2,0.469119626160001
41432,333,1,NA,NA,NA,NA,3.5,2,0.37614679558934
41432,333,2,0.00375105473956296,0.0031759692043571,398,670,3.5,2,0.37614679558934
41432,333,3,NA,NA,NA,NA,3.5,2,0.37614679558934
41434,334,1,0.00239809886267203,0.00300839240467019,0,292,3.5,2,0.371376430930251
41434,334,2,0.00239427820799898,0.00302697016600305,442,567,3.5,2,0.371376430930251
41434,334,3,NA,NA,NA,NA,3.5,2,0.371376430930251
41440,335,1,0.00211333678895146,0.00375350045850164,25,170,3.5,2,0.317551568927357
41440,335,2,0.00205273107599583,0.00370392633253084,442,580,3.5,2,0.317551568927357
41440,335,3,NA,NA,NA,NA,3.5,2,0.317551568927357
41441,336,1,NA,NA,NA,NA,3.5,2,0.443592980651127
41441,336,2,0.0034799018429516,0.00377055016055631,401,546,3.5,2,0.443592980651127
41441,336,3,0.00329225969384096,0.00314267373849956,775,972,3.5,2,0.443592980651127
41444,337,1,0.00280610431568436,0.0088274128574757,34,218,4,2,0.677031796263113
41444,337,2,0.00263405113386366,0.00666804375110232,395,535,4,2,0.677031796263113
41444,337,3,NA,NA,NA,NA,4,2,0.677031796263113
41445,338,1,0.002,0.003,32,230,3.5,2,0.194010232518639
41445,338,2,NA,NA,NA,NA,3.5,2,0.194010232518639
41445,338,3,NA,NA,NA,NA,3.5,2,0.194010232518639
41446,339,1,NA,NA,NA,NA,3.5,2,0.209765881299292
41446,339,2,0.00666612536595532,0.00494046342279982,447,559,3.5,2,0.209765881299292
41446,339,3,NA,NA,NA,NA,3.5,2,0.209765881299292
41451,340,1,0.00387515790299762,0.00653131852845519,30,231,3.5,2,0.718101768330704
41451,340,2,0.00337561612907236,0.00707021599874292,404,552,3.5,2,0.718101768330704
41451,340,3,0.00332215944653645,0.00504398782688688,803,970,3.5,2,0.718101768330704
41456,341,1,0.00344544923988889,0.00525248476902896,27,283,3.5,2,0.756995808049425
41456,341,2,0.00379577907183509,0.0058165476383757,443,609,3.5,2,0.756995808049425
41456,341,3,0.00224864752185819,0.00463559673786096,805,990,3.5,2,0.756995808049425
41461,342,1,NA,NA,NA,NA,3.5,2,0.207448496505612
41461,342,2,0.00207823972141955,0.00384619400141853,429,580,3.5,2,0.207448496505612
41461,342,3,NA,NA,NA,NA,3.5,2,0.207448496505612
41464,343,1,0.002006878773471,0.00339008092518034,0,237,3.5,2,0.434683668430025
41464,343,2,0.00200025955899623,0.00339109821577742,439,585,3.5,2,0.434683668430025
41464,343,3,NA,NA,NA,NA,3.5,2,0.434683668430025
41466,344,1,0.00645010862044932,0.00618604917521366,31,310,3.5,2,0.233674806507481
41466,344,2,NA,NA,NA,NA,3.5,2,0.233674806507481
41466,344,3,NA,NA,NA,NA,3.5,2,0.233674806507481
41470,345,1,0.00258937701618562,0.00587160163739227,3,208,3.5,2,0.491407174076646
41470,345,2,0.00315837181720304,0.00368041888148366,411,503,3.5,2,0.491407174076646
41470,345,3,NA,NA,NA,NA,3.5,2,0.491407174076646
41472,346,1,0.00560076163294502,0.00514652047157359,136,278,3.5,2,0.612677587937717
41472,346,2,0.0039104551225375,0.00756170971940186,414,593,3.5,2,0.612677587937717
41472,346,3,0.00198005632916316,0.00431160267205911,725,842,3.5,2,0.612677587937717
41473,347,1,0.0025571528367392,0.0029987389084015,0,301,3.5,2,0.394952890048257
41473,347,2,0.00255713420510722,0.00299843591220575,441,578,3.5,2,0.394952890048257
41473,347,3,NA,NA,NA,NA,3.5,2,0.394952890048257
41481,348,1,0.00452661965571526,0.00511390742176646,8,271,3.5,2,0.532901035535332
41481,348,2,0.00342592878042983,0.00650442250175863,399,521,3.5,2,0.532901035535332
41481,348,3,0.0053101007947465,0.00173837160705706,833,970,3.5,2,0.532901035535332
41485,349,1,0.00477631689689885,0.00593162079686675,41,232,3.5,2,0.438174270858169
41485,349,2,0.00235953206669101,0.00491266954806594,398,530,3.5,2,0.438174270858169
41485,349,3,NA,NA,NA,NA,3.5,2,0.438174270858169
41488,350,1,0.00303923592931386,0.00580078788209587,34,253,4,2,0.588336842416251
41488,350,2,0.00245040356879703,0.00420705095621091,406,539,4,2,0.588336842416251
41488,350,3,0.00159159910834912,0.00497245863070015,785,970,4,2,0.588336842416251
41491,351,1,NA,NA,NA,NA,3.5,2,0.484420751501553
41491,351,2,0.00403547922807773,0.0049713757127226,400,628,3.5,2,0.484420751501553
41491,351,3,0.00220412950397859,0.00393899106631381,824,995,3.5,2,0.484420751501553
41496,352,1,0.00271879126023657,0.00353850345594944,16,301,3.5,2,0.354676233413461
41496,352,2,0.00265180527566528,0.00313306760706409,465,657,3.5,2,0.354676233413461
41496,352,3,NA,NA,NA,NA,3.5,2,0.354676233413461
41500,353,1,0.00161003950382872,0.00771880653902683,31,211,4,2,0.634666418471668
41500,353,2,0.00407181069105636,0.00737569037525802,406,561,4,2,0.634666418471668
41500,353,3,NA,NA,NA,NA,4,2,0.634666418471668
41501,354,1,0.00364549804581114,0.00582551439253164,43,239,3.5,2,0.599996686203378
41501,354,2,0.00334906770205353,0.00612158042137734,470,623,3.5,2,0.599996686203378
41501,354,3,0.00318887932610511,0.00454972454304031,799,998,3.5,2,0.599996686203378
41502,355,1,NA,NA,NA,NA,3.5,2,0.743308441591944
41502,355,2,0.00538367987162925,0.00358550908391614,389,656,3.5,2,0.743308441591944
41502,355,3,0,0.0047657237506176,843,1021,3.5,2,0.743308441591944
41506,356,1,NA,NA,NA,NA,3.5,2,0.451169031405642
41506,356,2,0.00423166433256272,0.00437406374557098,380,601,3.5,2,0.451169031405642
41506,356,3,0.00353012977331911,0.00361177407592783,770,943,3.5,2,0.451169031405642
41512,357,1,NA,NA,NA,NA,3.5,2,0.236187592744839
41512,357,2,0.0045027261192016,0.00299247677519278,476,670,3.5,2,0.236187592744839
41512,357,3,NA,NA,NA,NA,3.5,2,0.236187592744839
41513,358,1,0.00302734515475304,0.00968875141563025,30,145,4,2,0.853899671360243
41513,358,2,0.0043994866425725,0.00880685541392831,456,613,4,2,0.853899671360243
41513,358,3,0.00180077048220779,0.00949059974017609,765,940,4,2,0.853899671360243
41514,359,1,0.002,0.003,0,261,3.5,2,0.353555330653254
41514,359,2,NA,NA,NA,NA,3.5,2,0.353555330653254
41514,359,3,NA,NA,NA,NA,3.5,2,0.353555330653254
41516,360,1,0.00229066721822542,0.00856917100686058,23,261,4,2,0.502500987763206
41516,360,2,0.00354094526257447,0.00721570858815846,414,549,4,2,0.502500987763206
41516,360,3,NA,NA,NA,NA,4,2,0.502500987763206
41525,361,1,0.00314697267814439,0.00469888625395208,31,259,4,2,0.650493180960214
41525,361,2,0.00287934971643531,0.00406091099154001,394,498,4,2,0.650493180960214
41525,361,3,NA,NA,NA,NA,4,2,0.650493180960214
41526,362,1,0.00332393726952993,0.00298460574904733,16,330,3.5,2,0.191714511135958
41526,362,2,NA,NA,NA,NA,3.5,2,0.191714511135958
41526,362,3,NA,NA,NA,NA,3.5,2,0.191714511135958
41529,363,1,NA,NA,NA,NA,3.5,2,0.556770985312156
41529,363,2,0.00581705276639741,0.00551767396556299,404,608,3.5,2,0.556770985312156
41529,363,3,0.00183401013119725,0.00428217494101374,774,990,3.5,2,0.556770985312156
41532,364,1,NA,NA,NA,NA,4,2,0.48753766496111
41532,364,2,0.00244106055747935,0.00613459139633556,393,525,4,2,0.48753766496111
41532,364,3,NA,NA,NA,NA,4,2,0.48753766496111
41539,365,1,0,0.00106603506062574,16,98,3.5,2,0.219791562123497
41539,365,2,NA,NA,NA,NA,3.5,2,0.219791562123497
41539,365,3,NA,NA,NA,NA,3.5,2,0.219791562123497
41540,366,1,0.00201201372317125,0.0030694776224181,26,211,3.5,2,0.135675198044893
41540,366,2,NA,NA,NA,NA,3.5,2,0.135675198044893
41540,366,3,NA,NA,NA,NA,3.5,2,0.135675198044893
41543,367,1,NA,NA,NA,NA,3.5,2,0.577287437963006
41543,367,2,0.0076871266484451,0.00486146819634586,393,642,3.5,2,0.577287437963006
41543,367,3,0.00372031805094807,0.00320221953175874,775,1030,3.5,2,0.577287437963006
41545,368,1,0.00352537926781989,0.00630620337582568,0,260,3.5,2,0.639958261316613
41545,368,2,0.00350217714769247,0.00655715965624777,397,522,3.5,2,0.639958261316613
41545,368,3,0.00272699017772965,0.00539866155309172,798,945,3.5,2,0.639958261316613
41550,369,1,0.00389582207706186,0.00489127189579371,35,288,3.5,2,0.643469389459258
41550,369,2,0.00385695947191244,0.00755635023025804,415,580,3.5,2,0.643469389459258
41550,369,3,0.00256599591832783,0.00554084129480751,727,927,3.5,2,0.643469389459258
41552,370,1,0.0051001253476566,0.00301571820766295,49,183,3.5,2,0.180908142405468
41552,370,2,NA,NA,NA,NA,3.5,2,0.180908142405468
41552,370,3,NA,NA,NA,NA,3.5,2,0.180908142405468
41560,371,1,0.00431463294606739,0.00612583187038278,38,290,4,2,0.772107095430613
41560,371,2,0.0044823707451426,0.00318125427196944,454,594,4,2,0.772107095430613
41560,371,3,0.0027650069704181,0.00406193041035609,720,970,4,2,0.772107095430613
41562,372,1,0.00492392605843949,0.00418093197290294,28,283,3.5,2,0.37536964668235
41562,372,2,0.00581296902688243,0.0024652847214703,438,543,3.5,2,0.37536964668235
41562,372,3,NA,NA,NA,NA,3.5,2,0.37536964668235
41568,373,1,0.002,0.003,37,273,3.5,2,0.255543530228744
41568,373,2,NA,NA,NA,NA,3.5,2,0.255543530228744
41568,373,3,NA,NA,NA,NA,3.5,2,0.255543530228744
41572,374,1,0.00261473599868403,0.00303720021124723,92,291,3.5,2,0.355940847506046
41572,374,2,0.00239394694381078,0.00324334781433394,401,543,3.5,2,0.355940847506046
41572,374,3,NA,NA,NA,NA,3.5,2,0.355940847506046
41573,375,1,0.00282145234659167,0.00367088301472189,0,265,3.5,2,0.30117380426816
41573,375,2,0.00292046374522012,0.00296019965165634,431,564,3.5,2,0.30117380426816
41573,375,3,NA,NA,NA,NA,3.5,2,0.30117380426816
41575,376,1,0.0031785437494001,0.00501963467123213,44,206,3.5,2,0.321696345311769
41575,376,2,0.00363008693730405,0.00286585977858898,492,575,3.5,2,0.321696345311769
41575,376,3,NA,NA,NA,NA,3.5,2,0.321696345311769
41577,377,1,0.00309106269553698,0.0045627805246906,30,280,3.5,2,0.492369340186295
41577,377,2,0.00415262082646082,0.00268467480489729,407,670,3.5,2,0.492369340186295
41577,377,3,NA,NA,NA,NA,3.5,2,0.492369340186295
41582,378,1,NA,NA,NA,NA,3.5,2,0.607364350386858
41582,378,2,0.00363435575324114,0.00532394947447149,464,635,3.5,2,0.607364350386858
41582,378,3,0.0030258231911859,0.00403652736046076,809,936,3.5,2,0.607364350386858
41605,379,1,0.00430665141436283,0.00636991407885516,33,226,3.5,2,0.666139732774287
41605,379,2,0.0040578029839418,0.00545265165598159,433,606,3.5,2,0.666139732774287
41605,379,3,0.00272584780834143,0.00502068050213204,747,908,3.5,2,0.666139732774287
41606,380,1,0.0037997259545348,0.00608949899622208,38,194,3.5,2,0.489656861182308
41606,380,2,0.00425598192268332,0.00420629440816055,364,670,3.5,2,0.489656861182308
41606,380,3,0.00274412826059441,0.00432438207260817,794,928,3.5,2,0.489656861182308
41610,381,1,0.00479189686890058,0.00698940232534161,31,277,3.5,2,0.764144425018536
